설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자,
수곡시장(두꺼비시장),시장 내,충청북도,청주시,기타,SKT,Public WiFi@Cheongju,2016-01,충청북도 청주시 서원구 수곡로 58번길 14,충청북도 청주시 서원구 수곡동 879,충청북도 청주시청,043-201-1344,36.617361,127.473105,2015-09-25,
운천시장,시장 내,충청북도,청주시,기타,SKT,Public WiFi@Cheongju,2016-01,충청북도 청주시 흥덕구 직지대로639번길 85,충청북도 청주시 흥덕구 봉명동 470-1,충청북도 청주시청,043-201-1344,36.646549,127.466118,2015-09-25,
가경동주민센터,민원실,충청북도,청주시,관공서,SKT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 풍년로 180번길 25-2,충청북도 청주시 흥덕구 가경동 1076 가경동주민센터,충청북도 청주시청,043-201-1344,36.628863,127.433031,2016-09-23,
강서1동주민센터,민원실,충청북도,청주시,관공서,SKT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 가로수로 1164,충청북도 청주시 흥덕구 강서동 9-2 강서1동주민센터,충청북도 청주시청,043-201-1344,36.626660,127.425999,2016-09-23,
강서2동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 내곡로 26,충청북도 청주시 흥덕구 내곡동 18-5 강서2동주민센터,충청북도 청주시청,043-201-1344,36.661430,127.428316,2016-09-23,
내덕1동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 청원구 새터로 71,충청북도 청주시 청원구 내덕동 644-1 내덕1동주민센터,충청북도 청주시청,043-201-1344,36.658367,127.482654,2016-09-23,
모충동주민센터,민원실,충청북도,청주시,관공서,SKT,Public WiFi@Cheongju,2016-12,충청북도 청주시 서원구 모충로 124번길 25,충청북도 청주시 서원구 모충동 405 모충동주민센터,충청북도 청주시청,043-201-1344,36.627662,127.476785,2016-09-23,
복대1동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 증안로 86,충청북도 청주시 흥덕구 복대동 3028 복대1동주민센터,충청북도 청주시청,043-201-1344,36.635525,127.432491,2016-09-23,
복대2동주민센터,민원실,충청북도,청주시,관공서,SKT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 신율로 103번길 42,충청북도 청주시 흥덕구 복대동 2010 복대2동주민센터,충청북도 청주시청,043-201-1344,36.626175,127.443790,2016-09-23,
봉명1동주민센터,민원실,충청북도,청주시,관공서,SKT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 직지대로 620번길 70,충청북도 청주시 흥덕구 봉명동 210-7 봉명1동주민센터,충청북도 청주시청,043-201-1344,36.640452,127.459619,2016-09-23,
봉명2송정동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 주현로 41번길 18,충청북도 청주시 흥덕구 봉명동 1601 봉명2송정동주민센터,충청북도 청주시청,043-201-1344,36.644708,127.457850,2016-09-23,
분평동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 서원구 분평로 35,충청북도 청주시 서원구 분평동 1252 분평동주민센터,충청북도 청주시청,043-201-1344,36.608706,127.489143,2016-09-23,
흥덕구청,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 대농로 88,충청북도 청주시 흥덕구 복대동 288-26 흥덕구청,충청북도 청주시청,043-201-1344,36.641456,127.431522,2016-09-23,
사직2동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 서원구 충렬로 53번길 31,충청북도 청주시 서원구 사직동 641-41 사직2동주민센터,충청북도 청주시청,043-201-1344,36.631638,127.473745,2016-09-23,
사창동주민센터,민원실,충청북도,청주시,관공서,SKT,Public WiFi@Cheongju,2016-12,충청북도 청주시 서원구 내수동로 108,충청북도 청주시 서원구 사창동 409 사창동주민센터,충청북도 청주시청,043-201-1344,36.633598,127.458900,2016-09-23,
산남동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 서원구 안뜸로 12번길 42,충청북도 청주시 서원구 분평동 291-6 산남동주민센터,충청북도 청주시청,043-201-1344,36.610354,127.478604,2016-09-23,
성화개신죽림동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 서원구 성봉로 128,충청북도 청주시 서원구 성화동 626 성화개신죽림동주민센터,충청북도 청주시청,043-201-1344,36.617025,127.453165,2016-09-23,
수곡1동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 서원구 구룡산로 322,충청북도 청주시 서원구 수곡동 338 수곡1동주민센터,충청북도 청주시청,043-201-1344,36.618292,127.479931,2016-09-23,
수곡2동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 서원구 수곡로 61,충청북도 청주시 서원구 수곡동 845 수곡2동주민센터,충청북도 청주시청,043-201-1344,36.617361,127.472016,2016-09-23,
영운동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 상당구 단재로 129,충청북도 청주시 상당구 영운동 107-1 영운동주민센터,충청북도 청주시청,043-201-1344,36.618006,127.498854,2016-09-23,
오근장동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 청원구 팔결로 121,충청북도 청주시 청원구 오동동 53-8 오근장동주민센터,충청북도 청주시청,043-201-1344,36.694140,127.481135,2016-09-23,
용담명암산성동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 상당구 교동로 149,충청북도 청주시 상당구 용담동 156-26 용담명암산성동주민센터,충청북도 청주시청,043-201-1344,36.635215,127.503600,2016-09-23,
용암1동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 상당구 중흥로 29,충청북도 청주시 상당구 용암동 1589 용암1동주민센터,충청북도 청주시청,043-201-1344,36.608850,127.501277,2016-09-23,
용암2동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 상당구 무농정로 47,충청북도 청주시 상당구 용암동 2016 용암2동주민센터,충청북도 청주시청,043-201-1344,36.607197,127.507998,2016-09-23,
우암동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 청원구 향군로 34,충청북도 청주시 청원구 우암동 348-11,충청북도 청주시청,043-201-1344,36.649168,127.486900,2016-09-23,
운천신봉동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 사운로 216,충청북도 청주시 흥덕구 운천동 1565 운천신봉동주민센터,충청북도 청주시청,043-201-1344,36.647957,127.476587,2016-09-23,
율량사천동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 청원구 충청대로 107번길 52,충청북도 청주시 청원구 율량동 991 율량사천동주민센터,충청북도 청주시청,043-201-1344,36.666549,127.490456,2016-09-23,
중앙동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 상당구 교서로 32번길 31,충청북도 청주시 상당구 북문로2가 130-10 중앙동주민센터,충청북도 청주시청,043-201-1344,36.639855,127.488188,2016-09-23,
탑대성동주민센터,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 상당구 당산로 9,충청북도 청주시 상당구 대성동 150-3 탑대성동주민센터,충청북도 청주시청,043-201-1344,36.633149,127.496700,2016-09-23,
용암보건지소,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 상당구 다리실로 71,충청북도 청주시 상당구 월오동 514-8 월오보건진료소,충청북도 청주시청,043-201-1344,36.611485,127.529949,2016-09-23,
사직1동주민센터,민원실,충청북도,청주시,관공서,SKT,Public WiFi@Cheongju,2016-12,충청북도 청주시 서원구 대원로 45,충청북도 청주시 서원구 사직동 219-24 사직1동주민센터,충청북도 청주시청,043-201-1344,36.640195,127.481130,2016-09-23,
흥덕보건소(본관),민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 비하로 12번길 46,충청북도 청주시 흥덕구 비하동 792 흥덕구보건소,충청북도 청주시청,043-201-1344,36.630170,127.426490,2016-09-23,
오근장 보건진료소,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 청원구 팔결로 121,충청북도 청주시 청원구 오동동 53-8 오근장보건진료소,충청북도 청주시청,043-201-1344,36.694140,127.481135,2016-09-23,
군민복지회관,1층 로비,전라북도,고창군,복지시설,LGU+,Public Wifi FREE,2014-11,전라북도 고창군 고창읍  월곡14길 19,전라북도 고창군 고창읍 월곡리 620,군민복지회관,063-560-8087,35.4374770,126.7130960,2015-09-11,
월오 보건진료소,민원실,충청북도,청주시,관공서,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 상당구 용암북로160번길 17,충청북도 청주시 상당구 용암동 2665 용암보건지소,충청북도 청주시청,043-201-1344,36.622179,127.515295,2016-09-23,
오창시외버스터미널,민원실,충청북도,청주시,교통시설,SKT,Public WiFi@Cheongju,2016-12,충청북도 청주시 청원구 오창읍 오창대로 315,충청북도 청주시 청원구 오창읍 양청리 821-2,충청북도 청주시청,043-201-1344,36.711493,127.427764,2016-09-23,
청주 북부터미널,민원실,충청북도,청주시,교통시설,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 청원구 직지대로 874-2,충청북도 청주시 청원구 우암동 323-21,충청북도 청주시청,043-201-1344,36.650420,127.486986,2016-09-23,
청주시 평생학습관,복도 사무실 등,충청북도,청주시,서민·복지시설,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 월명로 13번길 52,충청북도 청주시 흥덕구 복대동 61-1,충청북도 청주시청,043-201-1344,36.635956,127.450200,2016-09-23,
청주 내덕노인복지관,복도 사무실 등,충청북도,청주시,서민·복지시설,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 청원구 충청대로 62번길 1-18,충청북도 청주시 청원구 내덕동 산61-7,충청북도 청주시청,043-201-1344,36.662751,127.494776,2016-09-23,
청주가경노인복지관,복도 사무실 등,충청북도,청주시,서민·복지시설,LG,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 서부로 1225,충청북도 청주시 흥덕구 가경동 산90 노인문화관,충청북도 청주시청,043-201-1344,36.611714,127.436731,2016-09-23,
충북노인종합복지관,복도 사무실 등,충청북도,청주시,서민·복지시설,LG,Public WiFi@Cheongju,2016-12,충청북도 청주시 서원구 흥덕로 42,충청북도 청주시 서원구 사직동 554-58 노인종합복지회관,충청북도 청주시청,043-201-1344,36.639685,127.474013,2016-09-23,
내수복지회관,복도 사무실 등,충청북도,청주시,서민·복지시설,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 청원구 내수읍 마산3길 49,충청북도 청주시 청원구 내수읍 마산리 149-2,충청북도 청주시청,043-201-1344,36.723908,127.534894,2016-09-23,
늘푸른아동원,복도 사무실 등,충청북도,청주시,서민·복지시설,LG,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 서부로 837-102,충청북도 청주시 흥덕구 현암동 47-13,충청북도 청주시청,043-201-1344,36.599588,127.397842,2016-09-23,
충북 희망원,복도 사무실 등,충청북도,청주시,서민·복지시설,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 청주역로 567,충청북도 청주시 흥덕구 신촌동 308-48 충북희망원,충청북도 청주시청,043-201-1344,36.658399,127.378325,2016-09-23,
나눔의 터,복도 사무실 등,충청북도,청주시,서민·복지시설,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 상당구 교서로 4-2 국제전자빌딩 2층,충청북도 청주시 상당구 영동 104-8,충청북도 청주시청,043-201-1344,36.637065,127.486596,2016-09-23,
직지드림플러스,복도 사무실 등,충청북도,청주시,서민·복지시설,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 서원구 구룡산로 392 새마을회관 4층,충청북도 청주시 서원구 수곡동 53-13,충청북도 청주시청,043-201-1344,36.618092,127.487853,2016-09-23,
청주시 장애인심부름센터,복도 사무실 등,충청북도,청주시,서민·복지시설,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 서원구 사운145번길 24,충청북도 청주시 서원구 사직동 241-4,충청북도 청주시청,043-201-1344,36.642458,127.477694,2016-09-23,
청주시수화통역센터,복도 사무실 등,충청북도,청주시,서민·복지시설,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 서원구 사운145번길 24,충청북도 청주시 서원구 사직동 241-4,충청북도 청주시청,043-201-1344,36.642458,127.477694,2016-09-23,
춤추는 북카페,복도 사무실 등,충청북도,청주시,서민·복지시설,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 서원구 1순환로 719번길 6-2,충청북도 청주시 서원구 사창동 369-66 춤추는 북카페,충청북도 청주시청,043-201-1344,36.629588,127.462310,2016-09-23,
충북 광화원 제안원,복도 사무실 등,충청북도,청주시,서민·복지시설,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 상당구 산성로 25번길 30,충청북도 청주시 상당구 탑동 182,충청북도 청주시청,043-201-1344,36.625911,127.497500,2016-09-23,
충북수화통역센터,복도 사무실 등,충청북도,청주시,서민·복지시설,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 공단로 87,충청북도 청주시 흥덕구 복대동 262,충청북도 청주시청,043-201-1344,36.639348,127.439522,2016-09-23,
충북장애인 단체연합회,복도 사무실 등,충청북도,청주시,서민·복지시설,LG,Public WiFi@Cheongju,2016-12,충청북도 청주시 서원구 흥덕로 48,충청북도 청주시 서원구 사직동 554-6 청주의료원,충청북도 청주시청,043-201-1344,36.640211,127.472912,2016-09-23,
충북장애인심부름센터,복도 사무실 등,충청북도,청주시,서민·복지시설,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 공단로87,충청북도 청주시 흥덕구 복대1동 262 충북종합사회복지센터 505호,충청북도 청주시청,043-201-1344,36.639348,127.439522,2016-09-23,
농소3동도서관,"1,2층 로비",울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 아진1로 47,울산광역시 북구 천곡동 421-12,울산광역시 북구청,052-241-7253,35.6331107,129.3356840,2016-09-09,
충북재활원 보호작업장,복도 사무실 등,충청북도,청주시,서민·복지시설,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 1순환로 438번길 39-17,충청북도 청주시 흥덕구 신봉동 146-7 충북재활원,충청북도 청주시청,043-201-1344,36.653365,127.466000,2016-09-23,
오창목령사회복지관,복도 사무실 등,충청북도,청주시,서민·복지시설,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 청원구 오창읍 중심상업2로 32,충청북도 청주시 청원구 오창읍 양청리 813-4 오창산단관리사무소,충청북도 청주시청,043-201-1344,36.712305,127.433126,2016-09-23,
자모원,복도 사무실 등,충청북도,청주시,서민·복지시설,LG,Public WiFi@Cheongju,2016-12,충청북도 청주시 청원구 오창읍 성산2길 140,충청북도 청주시 청원구 오창읍 성선리 421,충청북도 청주시청,043-201-1344,36.743409,127.412702,2016-09-23,
가경터미널시장,시장 내,충청북도,청주시,기타,SKT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 가경로 149번길 24-2,충청북도 청주시 흥덕구 가경동 1265,충청북도 청주시청,043-201-1344,36.627874,127.435875,2016-09-23,
원마루시장,시장 내,충청북도,청주시,기타,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 서원구 원마루로 14번길 2,충청북도 청주시 서원구 분평동 1315,충청북도 청주시청,043-201-1344,36.609555,127.495725,2016-09-23,
청주 동물원,복도 사무실 등,충청북도,청주시,기타,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 상당구 명암로 224,충청북도 청주시 상당구 명암동 40 청주동물원,충청북도 청주시청,043-201-1344,36.651731,127.521575,2016-09-23,
청원군림대청호미술관,복도 사무실 등,충청북도,청주시,기타,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 상당구 문의면 대청호반로 721,충청북도 청주시 상당구 문의면 문산리 산6-1,충청북도 청주시청,043-201-1344,36.507113,127.493720,2016-09-23,
한국잠사박물관,복도 사무실 등,충청북도,청주시,기타,KT,Public WiFi@Cheongju,2016-12,충청북도 청주시 흥덕구 강내면 청주역로 213-52,충청북도 청주시 흥덕구 강내면 학천리 175,충청북도 청주시청,043-201-1344,36.639368,127.382236,2016-09-23,
해운대구청,민원실,부산광역시,해운대구,관공서,SKT,Public WiFi,2015-10,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중1동 1378-95번지,부산광역시 해운대구청,051-749-4174,35.1631770,129.1636340,2016-09-30,
문화복합센터,민원실,부산광역시,해운대구,관공서,SKT,Public WiFi,2015-10,부산광역시 해운대구 센텀중앙로 170,부산광역시 해운대구 재송동 1192번지,부산광역시 해운대구청,051-749-4174,35.1822332,129.1213223,2016-09-30,
염포양정도서관,"1,2층 로비",울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 염포로 685-1,울산광역시 북구 염포동 348-3,울산광역시 북구청,052-241-7253,35.5318269,129.3939000,2016-09-09,
명촌문화센터,"1,2,3,4층",울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 명촌12길 11,울산광역시 북구 명촌동 864-2,울산광역시 북구청,052-241-7253,35.5550257,129.3551600,2016-09-09,
중산문화센터,"1,2,3층",울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 산업로 1643,울산광역시 북구 중산동 798-2,울산광역시 북구청,052-241-7253,35.6593765,129.3389100,2016-09-09,
메아리동산,"2층,3층",울산광역시,북구,장애인복지시설,LGU+,public wifi free,2013-12,울산광역시 북구 갓안1길 8,울산광역시 북구 중산동 492-2,울산광역시 북구청,052-241-7253,35.6658853,129.3401270,2016-09-09,
명촌어린이도서관,4층,울산광역시,북구,도서관,SKT,public wifi free,2013-12,울산광역시 북구 명촌12길 11,울산광역시 북구 명촌동 864-2,울산광역시 북구청,052-241-7253,35.5550257,129.3551600,2016-09-09,
메아리보람의터,1층,울산광역시,북구,장애인복지시설,SKT,public wifi free,2013-12,울산광역시 북구 갓안1길 9,울산광역시 북구 중산동 1166-35,울산광역시 북구청,052-241-7253,35.6663826,129.3400420,2016-09-09,
북구장애인보호작업장(울산),"1층, 2층",울산광역시,북구,장애인복지시설,SKT,public wifi free,2013-12,울산광역시 북구 농공단지3길 1,울산광역시 북구 달천동 267,울산광역시 북구청,052-241-7253,35.6357778,129.3123290,2016-09-09,
북구종합사회복지관,노인복지회관,울산광역시,북구,노인 복지시설,LGU+,public wifi free,2013-12,울산광역시 북구 동대8길 40,울산광역시 북구 호계동 262-2,울산광역시 북구청,052-241-7253,35.6313066,129.3538420,2016-09-09,
어울림보호작업시설,4층,울산광역시,북구,장애인복지시설,LGU+,public wifi free,2013-12,울산광역시 북구 동대11길 49,울산광역시 북구 호계동 262-11,울산광역시 북구청,052-241-7253,35.6320583,129.3541070,2016-09-09,
태연재활원,"식당, 강당, 옥외",울산광역시,북구,장애인복지시설,SKT,public wifi free,2013-12,울산광역시 북구 대안4길 60,울산광역시 북구 대안동 156,울산광역시 북구청,052-241-7253,35.6581414,129.4196680,2016-09-09,
천곡문화센터,"1,2,3층",울산광역시,북구,공공기관,LG,public wifi free,2014-09,울산광역시 북구 천곡남로 121,울산광역시 북구 천곡동 266-2,울산광역시 북구청,052-241-7253,35.6389202,129.3320780,2016-09-09,
수정1동주민센터,민원대앞,부산광역시,동구청,관공서,LGU,,,부산광역시 동구 홍곡로 71,,부산광역시,051-888-4602,35.125415,129.042275,2016-09-26,
어물보건진료소,"1,2,3층",울산광역시,북구,공공기관,KT,public wifi free,2014-09,울산광역시 북구 아름1길 28-2,울산광역시 북구 어물동 58-13,울산광역시 북구청,052-241-7253,35.5801883,129.4498240,2016-09-09,
신명보건진료소,1층,울산광역시,북구,공공기관,KT,public wifi free,2014-09,울산광역시 북구 동해안로 1801,울산광역시 북구 신명동 145-2,울산광역시 북구청,052-241-7253,35.6442509,129.4404970,2016-09-09,
북구청소년문화의집,"1,2,3,4층",울산광역시,북구,청소년 복지시설,SKT,public wifi free,2014-09,울산광역시 북구 화봉로 80,울산광역시 북구 연암동 361-1,울산광역시 북구청,052-241-7253,35.5879808,129.3678400,2016-09-09,
친환경급식센터,"1층,2층",울산광역시,북구,복지시설,SKT,public wifi free,2014-09,울산광역시 북구 산업로 1016,울산광역시 북구 연암동 1083,울산광역시 북구청,052-241-7253,35.5835048,129.3612990,2016-09-09,
호계공설시장,시장 옥외공간,울산광역시,북구,전통시장,SKT,public wifi free,2014-09,울산광역시 북구 호계3길 17-11,울산광역시 북구 호계동 869-1,울산광역시 북구청,052-241-7253,35.6235514,129.3555460,2016-09-09,
울산북구청 1층 민원실,1층 민원실,울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 산업로 1010,울산광역시 북구 연암동 1004-1,울산광역시 북구청,052-241-7253,35.5824555,129.3610480,2016-09-09,
울산북구청 2층 기자실,2층 기자실,울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 산업로 1010,울산광역시 북구 연암동 1004-1,울산광역시 북구청,052-241-7253,35.5824555,129.3610480,2016-09-09,
보건소 1층 민원실,1층 민원실,울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 산업로 1018,울산광역시 북구 연암동 1082,울산광역시 북구청,052-241-7253,35.5834914,129.3606040,2016-09-09,
북구문화예술회관,"1,2층 로비",울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 산업로 1010,울산광역시 북구 연암동 1004-1,울산광역시 북구청,052-241-7253,35.5824555,129.3610480,2016-09-09,
오토밸리복지센터,"1,2층 로비",울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 산업로 1020,울산광역시 북구 연암동 1121-2,울산광역시 북구청,052-241-7253,35.5842519,129.3604170,2016-09-09,
농소1동주민센터 1층 민원실,1층 민원실,울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 호계2길 10,울산광역시 북구 호계동 874-1,울산광역시 북구청,052-241-7253,35.6228029,129.3560430,2016-09-09,
농소2동주민센터 1층 민원실,1층 민원실,울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 찬샘1길 24,울산광역시 북구 신천동 203-2,울산광역시 북구청,052-241-7253,35.6383357,129.3482530,2016-09-09,
농소3동주민센터 1층 민원실,1층 민원실,울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 신답로 77,울산광역시 북구 상안동 380-8,울산광역시 북구청,052-241-7253,35.6286719,129.3396930,2016-09-09,
강동동주민센터 1층 민원실,1층 민원실,울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 정자7길 5,울산광역시 북구 정자동 165,울산광역시 북구청,052-241-7253,35.6155470,129.4483640,2016-09-09,
효문동주민센터 1층 민원실,1층 민원실,울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 산업로 970,울산광역시 북구 연암동 966,울산광역시 북구청,052-241-7253,35.5777427,129.3610640,2016-09-09,
송정동주민센터 1층 민원실,1층 민원실,울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 산업로 1120,울산광역시 북구 화봉동 555,울산광역시 북구청,052-241-7253,35.5941799,129.3742550,2016-09-09,
양정동주민센터 1층 민원실,1층 민원실,울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 오치골3길 26,울산광역시 북구 양정동 488-3,울산광역시 북구청,052-241-7253,35.5482035,129.3854790,2016-09-09,
염포동주민센터 1층 민원실,1층 민원실,울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 중리11길 2,울산광역시 북구 염포동 508-23,울산광역시 북구청,052-241-7253,35.5268758,129.3991100,2016-09-09,
북구 국민체육센터,"1,2,3층 로비",울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 호계로 416-31,울산광역시 북구 신천동 580-2,울산광역시 북구청,052-241-7253,35.6428892,129.3466980,2016-09-09,
북구 중앙도서관,"1,2,3층",울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 두부곡1길 9,울산광역시 북구 연암동 378,울산광역시 북구청,052-241-7253,35.5845033,129.3678150,2016-09-09,
농소1동 도서관,"1,2층 로비",울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 동대15길 27,울산광역시 북구 호계동 268-8,울산광역시 북구청,052-241-7253,35.6292041,129.3544650,2016-09-09,
기적의도서관,"1층, 지하",울산광역시,북구,공공기관,"KT,LG",public wifi free,2011-12,울산광역시 북구 이화5길 29-13,울산광역시 북구 중산동 570-2,울산광역시 북구청,052-241-7253,35.6621612,129.3365630,2016-09-09,
해운대구 보건소,민원실,부산광역시,해운대구,관공서,KT,Public WiFi,2014-12,부산광역시 해운대구 양운로37번길 59,부산광역시 해운대구 좌동 1339번지,부산광역시 해운대구청,051-749-4174,35.1642539,129.1786904,2016-09-30,
반송보건지소,민원실,부산광역시,해운대구,관공서,SKT,Public WiFi,2014-12,부산광역시 해운대구 반송로 853,부산광역시 해운대구 반송동 683-48번지,부산광역시 해운대구청,051-749-4174,35.2297215,129.1475945,2016-09-30,
재반보건지소,민원실,부산광역시,해운대구,관공서,SKT,Public WiFi,2014-12,부산광역시 해운대구 해운대로61번길 28,부산광역시 해운대구 재송동 179-41번지,부산광역시 해운대구청,051-749-4174,35.1924752,129.1227853,2016-09-30,
반여도서관,민원실,부산광역시,해운대구,관공서,SKT,Public WiFi,2015-10,부산광역시 해운대구 재반로282번길 38,부산광역시 해운대구 반여3동 1575-78번지,부산광역시 해운대구청,051-749-4174,35.2019104,129.1337841,2016-09-30,
재송어린이도서관,민원실,부산광역시,해운대구,관공서,SKT,Public WiFi,2015-10,부산광역시 해운대구 해운대로76번길 35-1,부산광역시 해운대구 재송1동 948-23번지,부산광역시 해운대구청,051-749-4174,35.1896179,129.1184750,2016-09-30,
우1동주민센터,민원실,부산광역시,해운대구,관공서,SKT,Public WiFi,2015-10,부산광역시 해운대구 해운대로 612,부산광역시 해운대구 우1동 539-4번지,부산광역시 해운대구청,051-749-4174,35.1629327,129.1580813,2016-09-30,
우2동주민센터,민원실,부산광역시,해운대구,관공서,SKT,Public WiFi,2015-10,부산광역시 해운대구 해운대로383번가길 7,부산광역시 해운대구 우동 1185-120번지,부산광역시 해운대구청,051-749-4174,35.1712063,129.1399249,2016-09-30,
중1동주민센터,민원실,부산광역시,해운대구,관공서,SKT,Public WiFi,2015-10,부산광역시 해운대구 중동1로37번길 20,부산광역시 해운대구 중1동 1394-68번지,부산광역시 해운대구청,051-749-4174,35.1625661,129.1642558,2016-09-30,
중2동주민센터,민원실,부산광역시,해운대구,관공서,SKT,Public WiFi,2015-10,부산광역시 해운대구 좌동순환로433번길 34,부산광역시 해운대구 중2동 1519-3번지,부산광역시 해운대구청,051-749-4174,35.1619870,129.1791349,2016-09-30,
