cusID,chennel,useCnt
07109,B_MOBILE/APP,44
07112,A_MOBILE/APP,18
07114,B_MOBILE/APP,1
07122,B_MOBILE/APP,17
07126,A_MOBILE/APP,2
07127,A_MOBILE/APP,15
07130,A_MOBILE/APP,1
07130,B_MOBILE/APP,1
07131,A_MOBILE/APP,2
07131,B_MOBILE/APP,1
07133,B_MOBILE/APP,41
07136,B_MOBILE/APP,4
07139,A_MOBILE/APP,5
07141,A_MOBILE/APP,1
07141,B_MOBILE/APP,22
07147,B_MOBILE/APP,2
07148,B_MOBILE/APP,11
07149,B_MOBILE/APP,17
07150,B_MOBILE/APP,4
07153,A_MOBILE/APP,1
07154,B_MOBILE/APP,5
07155,B_MOBILE/APP,3
07157,B_MOBILE/APP,3
07159,A_MOBILE/APP,3
07164,B_MOBILE/APP,3
07166,B_MOBILE/APP,38
07167,A_MOBILE/APP,1
07172,B_MOBILE/APP,3
07174,B_MOBILE/APP,3
07179,B_MOBILE/APP,19
07181,D_MOBILE/APP,1
07183,B_MOBILE/APP,3
07184,B_MOBILE/APP,33
07185,B_MOBILE/APP,27
07186,B_MOBILE/APP,20
07191,B_MOBILE/APP,18
07192,B_MOBILE/APP,39
07198,A_MOBILE/APP,4
07198,B_MOBILE/APP,22
07200,B_MOBILE/APP,10
07201,B_MOBILE/APP,5
07207,B_MOBILE/APP,22
07210,B_MOBILE/APP,37
07211,B_MOBILE/APP,4
07216,B_MOBILE/APP,33
07219,A_MOBILE/APP,1
07219,B_MOBILE/APP,8
07221,B_MOBILE/APP,5
07222,A_MOBILE/APP,50
07222,B_MOBILE/APP,2
07224,B_MOBILE/APP,2
07225,A_MOBILE/APP,32
07225,B_MOBILE/APP,10
07228,B_MOBILE/APP,17
07229,B_MOBILE/APP,18
07231,A_MOBILE/APP,6
07232,B_MOBILE/APP,4
07240,B_MOBILE/APP,22
07241,A_MOBILE/APP,2
07244,B_MOBILE/APP,1
07246,B_MOBILE/APP,70
07247,B_MOBILE/APP,12
07251,B_MOBILE/APP,21
07252,B_MOBILE/APP,53
07253,B_MOBILE/APP,8
07255,B_MOBILE/APP,15
07256,B_MOBILE/APP,20
07258,B_MOBILE/APP,8
07266,B_MOBILE/APP,4
07266,C_MOBILE/APP,1
07267,A_MOBILE/APP,60
07269,A_MOBILE/APP,9
07271,A_MOBILE/APP,1
07272,B_MOBILE/APP,23
07273,A_MOBILE/APP,23
07274,A_MOBILE/APP,7
07275,A_MOBILE/APP,45
07275,B_MOBILE/APP,5
07280,A_MOBILE/APP,1
07286,A_MOBILE/APP,1
07287,A_MOBILE/APP,3
07289,B_MOBILE/APP,16
07292,B_MOBILE/APP,1
07297,B_MOBILE/APP,21
07298,B_MOBILE/APP,10
07300,B_MOBILE/APP,1
07301,A_MOBILE/APP,1
07301,B_MOBILE/APP,27
07303,B_MOBILE/APP,19
07307,B_MOBILE/APP,29
07309,A_MOBILE/APP,11
07309,B_MOBILE/APP,2
07310,B_MOBILE/APP,11
07312,B_MOBILE/APP,23
07314,B_MOBILE/APP,22
07315,B_MOBILE/APP,4
07317,A_MOBILE/APP,38
07317,B_MOBILE/APP,16
07318,A_MOBILE/APP,3
07318,B_MOBILE/APP,8
07321,A_MOBILE/APP,2
07321,B_MOBILE/APP,2
07327,A_MOBILE/APP,23
07332,B_MOBILE/APP,36
07337,B_MOBILE/APP,2
07338,B_MOBILE/APP,6
07339,B_MOBILE/APP,40
07350,B_MOBILE/APP,12
07351,B_MOBILE/APP,2
07352,B_MOBILE/APP,8
07353,B_MOBILE/APP,20
07354,B_MOBILE/APP,24
07356,A_MOBILE/APP,2
07361,A_MOBILE/APP,2
07364,B_MOBILE/APP,45
07366,A_MOBILE/APP,1
07366,B_MOBILE/APP,3
07367,A_MOBILE/APP,8
07369,A_MOBILE/APP,3
07372,B_MOBILE/APP,4
07378,A_MOBILE/APP,4
07379,B_MOBILE/APP,48
07380,B_MOBILE/APP,10
07386,B_MOBILE/APP,8
07389,A_MOBILE/APP,1
07389,B_MOBILE/APP,5
07392,A_MOBILE/APP,1
07392,B_MOBILE/APP,6
07393,B_MOBILE/APP,4
07396,B_MOBILE/APP,13
07398,B_MOBILE/APP,6
07399,B_MOBILE/APP,17
07400,A_MOBILE/APP,1
07402,B_MOBILE/APP,7
07403,B_MOBILE/APP,8
07405,B_MOBILE/APP,16
07406,B_MOBILE/APP,9
07409,A_MOBILE/APP,28
07410,B_MOBILE/APP,34
07414,A_MOBILE/APP,1
07417,B_MOBILE/APP,2
07418,A_MOBILE/APP,2
07419,A_MOBILE/APP,1
07420,A_MOBILE/APP,119
07421,B_MOBILE/APP,2
07423,B_MOBILE/APP,17
07424,B_MOBILE/APP,4
07426,B_MOBILE/APP,43
07429,B_MOBILE/APP,1
07430,A_MOBILE/APP,5
07431,B_MOBILE/APP,16
07432,B_MOBILE/APP,8
07433,A_MOBILE/APP,5
07433,B_MOBILE/APP,1
07435,A_MOBILE/APP,7
07438,B_MOBILE/APP,8
07440,A_MOBILE/APP,16
07441,B_MOBILE/APP,58
07442,B_MOBILE/APP,4
07445,B_MOBILE/APP,14
07447,B_MOBILE/APP,24
07448,A_MOBILE/APP,23
07448,B_MOBILE/APP,2
07450,B_MOBILE/APP,27
07451,B_MOBILE/APP,3
07457,A_MOBILE/APP,1
07457,B_MOBILE/APP,3
07459,A_MOBILE/APP,2
07461,B_MOBILE/APP,8
07462,A_MOBILE/APP,30
07462,B_MOBILE/APP,2
07463,B_MOBILE/APP,52
07465,A_MOBILE/APP,21
07469,B_MOBILE/APP,66
07471,A_MOBILE/APP,1
07471,B_MOBILE/APP,12
07472,A_MOBILE/APP,12
07473,B_MOBILE/APP,3
07474,B_MOBILE/APP,1
07475,B_MOBILE/APP,1
07476,A_MOBILE/APP,1
07476,B_MOBILE/APP,1
07477,B_MOBILE/APP,8
07478,A_MOBILE/APP,2
07481,B_MOBILE/APP,14
07484,B_MOBILE/APP,6
07487,B_MOBILE/APP,12
07488,A_MOBILE/APP,2
07494,B_MOBILE/APP,10
07496,B_MOBILE/APP,6
07498,B_MOBILE/APP,13
07500,A_MOBILE/APP,24
07503,B_MOBILE/APP,9
07507,B_MOBILE/APP,8
07508,A_MOBILE/APP,1
07508,B_MOBILE/APP,23
07511,B_MOBILE/APP,13
07514,A_MOBILE/APP,2
07517,A_MOBILE/APP,2
07519,A_MOBILE/APP,15
07519,D_MOBILE/APP,1
07520,B_MOBILE/APP,1
07521,A_MOBILE/APP,3
07522,A_MOBILE/APP,2
07525,B_MOBILE/APP,9
07526,B_MOBILE/APP,10
07527,B_MOBILE/APP,118
07528,B_MOBILE/APP,28
07530,A_MOBILE/APP,2
07532,A_MOBILE/APP,5
07532,B_MOBILE/APP,26
07533,B_MOBILE/APP,43
07534,B_MOBILE/APP,3
07535,B_MOBILE/APP,19
07536,B_MOBILE/APP,58
07540,B_MOBILE/APP,2
07542,B_MOBILE/APP,7
07546,D_MOBILE/APP,2
07547,A_MOBILE/APP,4
07547,B_MOBILE/APP,3
07552,B_MOBILE/APP,1
07553,B_MOBILE/APP,26
07554,A_MOBILE/APP,2
07555,B_MOBILE/APP,34
07556,B_MOBILE/APP,15
07557,A_MOBILE/APP,7
07560,B_MOBILE/APP,11
07561,B_MOBILE/APP,2
07562,A_MOBILE/APP,10
07563,B_MOBILE/APP,19
07565,B_MOBILE/APP,20
07568,B_MOBILE/APP,183
07569,B_MOBILE/APP,42
07573,A_MOBILE/APP,11
07579,A_MOBILE/APP,39
07579,B_MOBILE/APP,28
07580,A_MOBILE/APP,24
07580,B_MOBILE/APP,2
07580,D_MOBILE/APP,3
07582,A_MOBILE/APP,26
07582,B_MOBILE/APP,13
07585,B_MOBILE/APP,18
07587,B_MOBILE/APP,56
07588,B_MOBILE/APP,2
07588,D_MOBILE/APP,1
07589,B_MOBILE/APP,17
07591,B_MOBILE/APP,41
07593,B_MOBILE/APP,6
07596,A_MOBILE/APP,3
07597,B_MOBILE/APP,12
07599,B_MOBILE/APP,15
07603,B_MOBILE/APP,12
07607,A_MOBILE/APP,6
07608,B_MOBILE/APP,29
07610,A_MOBILE/APP,16
07612,B_MOBILE/APP,28
07613,A_MOBILE/APP,3
07613,B_MOBILE/APP,4
07617,B_MOBILE/APP,2
07627,A_MOBILE/APP,11
07627,B_MOBILE/APP,14
07630,B_MOBILE/APP,45
07632,B_MOBILE/APP,12
07634,B_MOBILE/APP,3
07638,A_MOBILE/APP,3
07639,B_MOBILE/APP,20
07643,B_MOBILE/APP,2
07644,B_MOBILE/APP,9
07645,B_MOBILE/APP,1
07647,B_MOBILE/APP,35
07649,B_MOBILE/APP,7
07650,B_MOBILE/APP,25
07651,D_MOBILE/APP,2
07658,B_MOBILE/APP,32
07661,B_MOBILE/APP,1
07662,B_MOBILE/APP,15
07663,B_MOBILE/APP,2
07671,B_MOBILE/APP,13
07672,B_MOBILE/APP,41
07675,B_MOBILE/APP,9
07678,A_MOBILE/APP,6
07685,B_MOBILE/APP,30
07686,A_MOBILE/APP,3
07686,B_MOBILE/APP,1
07687,B_MOBILE/APP,17
07692,B_MOBILE/APP,31
07696,B_MOBILE/APP,23
07698,B_MOBILE/APP,30
07699,B_MOBILE/APP,12
07703,B_MOBILE/APP,12
07710,A_MOBILE/APP,1
07711,B_MOBILE/APP,18
07713,B_MOBILE/APP,38
07718,A_MOBILE/APP,33
07718,B_MOBILE/APP,4
07726,A_MOBILE/APP,21
07727,A_MOBILE/APP,7
07728,B_MOBILE/APP,9
07729,B_MOBILE/APP,2
07730,B_MOBILE/APP,32
07731,A_MOBILE/APP,19
07735,A_MOBILE/APP,6
07735,B_MOBILE/APP,6
07740,B_MOBILE/APP,13
07741,B_MOBILE/APP,3
07742,B_MOBILE/APP,20
07744,A_MOBILE/APP,5
07744,B_MOBILE/APP,16
07750,B_MOBILE/APP,27
07752,A_MOBILE/APP,6
07754,B_MOBILE/APP,21
07758,B_MOBILE/APP,49
07759,B_MOBILE/APP,42
07760,A_MOBILE/APP,12
07764,D_MOBILE/APP,3
07765,A_MOBILE/APP,1
07767,B_MOBILE/APP,7
07771,B_MOBILE/APP,17
07774,B_MOBILE/APP,3
07777,B_MOBILE/APP,37
07778,A_MOBILE/APP,3
07779,A_MOBILE/APP,6
07782,B_MOBILE/APP,5
07784,A_MOBILE/APP,19
07785,B_MOBILE/APP,23
07788,B_MOBILE/APP,2
07790,B_MOBILE/APP,35
07792,B_MOBILE/APP,9
07793,B_MOBILE/APP,4
07794,B_MOBILE/APP,25
07796,B_MOBILE/APP,1
07797,B_MOBILE/APP,6
07798,B_MOBILE/APP,2
07800,B_MOBILE/APP,1
07802,A_MOBILE/APP,2
07803,B_MOBILE/APP,16
07804,A_MOBILE/APP,1
07805,B_MOBILE/APP,11
07806,B_MOBILE/APP,11
07807,B_MOBILE/APP,23
07808,B_MOBILE/APP,1
07809,B_MOBILE/APP,2
07819,B_MOBILE/APP,110
07820,A_MOBILE/APP,7
07821,B_MOBILE/APP,1
07824,B_MOBILE/APP,28
07825,A_MOBILE/APP,24
07825,B_MOBILE/APP,7
07828,B_MOBILE/APP,17
07829,B_MOBILE/APP,3
07830,B_MOBILE/APP,21
07831,A_MOBILE/APP,1
07832,A_MOBILE/APP,3
07835,A_MOBILE/APP,3
07836,B_MOBILE/APP,5
07837,B_MOBILE/APP,1
07840,B_MOBILE/APP,19
07842,A_MOBILE/APP,2
07842,B_MOBILE/APP,2
07844,B_MOBILE/APP,38
07845,B_MOBILE/APP,11
07847,B_MOBILE/APP,12
07848,B_MOBILE/APP,3
07849,B_MOBILE/APP,35
07851,B_MOBILE/APP,3
07854,B_MOBILE/APP,8
07860,A_MOBILE/APP,1
07860,B_MOBILE/APP,2
07863,B_MOBILE/APP,2
07866,A_MOBILE/APP,2
07868,B_MOBILE/APP,2
07870,B_MOBILE/APP,10
07873,B_MOBILE/APP,1
07878,B_MOBILE/APP,10
07879,A_MOBILE/APP,1
07879,B_MOBILE/APP,1
07881,A_MOBILE/APP,2
07881,B_MOBILE/APP,14
07884,B_MOBILE/APP,1
07885,B_MOBILE/APP,17
07886,A_MOBILE/APP,6
07886,B_MOBILE/APP,9
07892,B_MOBILE/APP,7
07896,B_MOBILE/APP,5
07898,A_MOBILE/APP,1
07904,B_MOBILE/APP,13
07906,B_MOBILE/APP,5
07907,B_MOBILE/APP,22
07909,A_MOBILE/APP,15
07910,B_MOBILE/APP,18
07912,B_MOBILE/APP,51
07913,B_MOBILE/APP,30
07917,A_MOBILE/APP,8
07917,B_MOBILE/APP,31
07918,B_MOBILE/APP,1
07920,B_MOBILE/APP,56
07922,B_MOBILE/APP,37
07924,B_MOBILE/APP,16
07925,B_MOBILE/APP,16
07927,B_MOBILE/APP,20
07931,B_MOBILE/APP,48
07932,B_MOBILE/APP,36
07934,B_MOBILE/APP,26
07937,B_MOBILE/APP,21
07942,B_MOBILE/APP,29
07943,B_MOBILE/APP,13
07948,B_MOBILE/APP,1
07951,B_MOBILE/APP,39
07953,B_MOBILE/APP,10
07954,B_MOBILE/APP,4
07957,B_MOBILE/APP,3
07958,B_MOBILE/APP,1
07963,B_MOBILE/APP,17
07964,B_MOBILE/APP,35
07965,B_MOBILE/APP,16
07966,A_MOBILE/APP,2
07967,A_MOBILE/APP,7
07970,B_MOBILE/APP,39
07973,A_MOBILE/APP,17
07973,B_MOBILE/APP,11
07975,B_MOBILE/APP,1
07976,A_MOBILE/APP,2
07977,B_MOBILE/APP,4
07978,A_MOBILE/APP,3
07978,B_MOBILE/APP,7
07979,A_MOBILE/APP,2
07980,A_MOBILE/APP,1
07983,B_MOBILE/APP,49
07984,B_MOBILE/APP,24
07986,A_MOBILE/APP,14
07989,B_MOBILE/APP,29
07992,A_MOBILE/APP,5
07994,B_MOBILE/APP,1
07995,B_MOBILE/APP,18
07996,B_MOBILE/APP,20
07998,B_MOBILE/APP,2
07998,D_MOBILE/APP,7
08002,B_MOBILE/APP,4
08005,A_MOBILE/APP,1
08006,B_MOBILE/APP,6
08007,A_MOBILE/APP,1
08011,B_MOBILE/APP,52
08012,B_MOBILE/APP,40
08014,A_MOBILE/APP,1
08016,B_MOBILE/APP,82
08018,A_MOBILE/APP,30
08020,B_MOBILE/APP,4
08021,B_MOBILE/APP,8
08024,B_MOBILE/APP,1
08028,A_MOBILE/APP,4
08030,B_MOBILE/APP,9
08034,A_MOBILE/APP,15
08036,A_MOBILE/APP,5
08037,B_MOBILE/APP,1
08039,A_MOBILE/APP,1
08041,A_MOBILE/APP,1
08041,B_MOBILE/APP,12
08042,B_MOBILE/APP,25
08044,A_MOBILE/APP,6
08045,A_MOBILE/APP,4
08046,B_MOBILE/APP,3
08050,B_MOBILE/APP,28
08052,B_MOBILE/APP,24
08053,B_MOBILE/APP,15
08054,B_MOBILE/APP,23
08057,B_MOBILE/APP,43
08059,B_MOBILE/APP,5
08065,B_MOBILE/APP,17
08066,B_MOBILE/APP,37
08070,B_MOBILE/APP,4
08071,B_MOBILE/APP,24
08072,B_MOBILE/APP,1
08074,A_MOBILE/APP,99
08076,B_MOBILE/APP,8
08077,B_MOBILE/APP,10
08080,B_MOBILE/APP,10
08083,B_MOBILE/APP,1
08084,A_MOBILE/APP,2
08084,B_MOBILE/APP,6
08088,B_MOBILE/APP,5
08088,D_MOBILE/APP,1
08090,B_MOBILE/APP,1
08091,B_MOBILE/APP,26
08094,B_MOBILE/APP,7
08095,B_MOBILE/APP,26
08098,B_MOBILE/APP,37
08101,B_MOBILE/APP,34
08102,B_MOBILE/APP,2
08104,B_MOBILE/APP,11
08107,B_MOBILE/APP,30
08108,B_MOBILE/APP,2
08111,A_MOBILE/APP,1
08111,B_MOBILE/APP,16
08112,B_MOBILE/APP,12
08113,B_MOBILE/APP,2
08118,A_MOBILE/APP,1
08119,B_MOBILE/APP,15
08122,B_MOBILE/APP,1
08123,A_MOBILE/APP,1
08125,B_MOBILE/APP,1
08129,B_MOBILE/APP,28
08130,A_MOBILE/APP,41
08131,B_MOBILE/APP,8
08132,B_MOBILE/APP,25
08133,A_MOBILE/APP,1
08133,B_MOBILE/APP,22
08136,A_MOBILE/APP,3
08141,B_MOBILE/APP,6
08144,B_MOBILE/APP,26
08147,B_MOBILE/APP,45
08149,B_MOBILE/APP,2
08150,B_MOBILE/APP,1
08156,B_MOBILE/APP,1
08157,A_MOBILE/APP,2
08159,A_MOBILE/APP,28
08161,A_MOBILE/APP,2
08163,B_MOBILE/APP,5
08164,A_MOBILE/APP,1
08165,B_MOBILE/APP,22
08167,B_MOBILE/APP,8
08168,B_MOBILE/APP,3
08169,A_MOBILE/APP,1
08169,B_MOBILE/APP,17
08170,A_MOBILE/APP,2
08171,B_MOBILE/APP,10
08178,A_MOBILE/APP,1
08180,A_MOBILE/APP,17
08180,B_MOBILE/APP,1
08184,A_MOBILE/APP,1
08186,B_MOBILE/APP,51
08188,A_MOBILE/APP,3
08189,B_MOBILE/APP,19
08191,B_MOBILE/APP,16
08192,B_MOBILE/APP,32
08193,A_MOBILE/APP,5
08196,B_MOBILE/APP,39
08197,B_MOBILE/APP,18
08200,A_MOBILE/APP,11
08203,B_MOBILE/APP,8
08204,B_MOBILE/APP,23
08206,B_MOBILE/APP,16
08208,B_MOBILE/APP,4
08209,B_MOBILE/APP,20
08214,A_MOBILE/APP,2
08216,A_MOBILE/APP,3
08219,A_MOBILE/APP,7
08220,A_MOBILE/APP,5
08220,B_MOBILE/APP,1
08222,A_MOBILE/APP,3
08222,B_MOBILE/APP,1
08223,B_MOBILE/APP,15
08224,A_MOBILE/APP,29
08225,B_MOBILE/APP,39
08226,A_MOBILE/APP,58
08226,B_MOBILE/APP,18
08230,B_MOBILE/APP,21
08231,A_MOBILE/APP,5
08231,B_MOBILE/APP,32
08232,A_MOBILE/APP,7
08232,B_MOBILE/APP,21
08233,A_MOBILE/APP,1
08234,B_MOBILE/APP,15
08235,B_MOBILE/APP,12
08236,B_MOBILE/APP,44
08237,B_MOBILE/APP,29
08238,A_MOBILE/APP,7
08238,B_MOBILE/APP,17
08243,B_MOBILE/APP,2
08244,B_MOBILE/APP,5
08245,B_MOBILE/APP,49
08246,B_MOBILE/APP,20
08247,B_MOBILE/APP,1
08252,A_MOBILE/APP,3
08252,B_MOBILE/APP,3
08253,B_MOBILE/APP,27
08255,B_MOBILE/APP,31
08261,B_MOBILE/APP,12
08262,B_MOBILE/APP,4
08263,A_MOBILE/APP,2
08263,B_MOBILE/APP,17
08266,B_MOBILE/APP,22
08270,B_MOBILE/APP,65
08272,B_MOBILE/APP,13
08275,B_MOBILE/APP,51
08276,B_MOBILE/APP,3
08281,B_MOBILE/APP,3
08284,A_MOBILE/APP,10
08284,B_MOBILE/APP,7
08286,A_MOBILE/APP,1
08287,B_MOBILE/APP,13
08288,A_MOBILE/APP,16
08288,B_MOBILE/APP,11
08289,A_MOBILE/APP,21
08289,B_MOBILE/APP,11
08292,B_MOBILE/APP,37
08293,B_MOBILE/APP,20
08294,A_MOBILE/APP,4
08294,B_MOBILE/APP,15
08295,A_MOBILE/APP,4
08300,B_MOBILE/APP,1
08302,A_MOBILE/APP,2
08302,B_MOBILE/APP,13
08304,B_MOBILE/APP,3
08307,B_MOBILE/APP,9
08308,A_MOBILE/APP,3
08308,B_MOBILE/APP,1
08310,B_MOBILE/APP,5
08311,A_MOBILE/APP,1
08311,B_MOBILE/APP,9
08313,A_MOBILE/APP,8
08317,B_MOBILE/APP,23
08318,B_MOBILE/APP,1
08319,B_MOBILE/APP,45
08321,A_MOBILE/APP,1
08323,B_MOBILE/APP,30
08325,B_MOBILE/APP,10
08326,B_MOBILE/APP,32
08328,A_MOBILE/APP,5
08328,B_MOBILE/APP,14
08330,B_MOBILE/APP,20
08331,B_MOBILE/APP,9
08332,A_MOBILE/APP,3
08332,B_MOBILE/APP,6
08336,B_MOBILE/APP,6
08340,B_MOBILE/APP,16
08341,A_MOBILE/APP,2
08341,B_MOBILE/APP,18
08348,B_MOBILE/APP,58
08351,A_MOBILE/APP,1
08357,B_MOBILE/APP,34
08359,A_MOBILE/APP,1
08360,B_MOBILE/APP,13
08363,A_MOBILE/APP,1
08367,B_MOBILE/APP,26
08368,B_MOBILE/APP,37
08370,B_MOBILE/APP,4
08373,B_MOBILE/APP,1
08375,B_MOBILE/APP,5
08379,B_MOBILE/APP,8
08380,B_MOBILE/APP,7
08382,B_MOBILE/APP,5
08388,B_MOBILE/APP,21
08392,B_MOBILE/APP,2
08393,C_MOBILE/APP,1
08394,B_MOBILE/APP,17
08395,B_MOBILE/APP,7
08396,B_MOBILE/APP,23
08397,B_MOBILE/APP,33
08398,B_MOBILE/APP,5
08400,B_MOBILE/APP,43
08401,B_MOBILE/APP,5
08405,A_MOBILE/APP,2
08405,B_MOBILE/APP,31
08406,B_MOBILE/APP,1
08407,B_MOBILE/APP,11
08409,B_MOBILE/APP,3
08411,A_MOBILE/APP,5
08412,A_MOBILE/APP,2
08414,B_MOBILE/APP,7
08415,B_MOBILE/APP,24
08419,A_MOBILE/APP,36
08419,B_MOBILE/APP,2
08421,A_MOBILE/APP,3
08422,A_MOBILE/APP,15
08423,B_MOBILE/APP,7
08426,B_MOBILE/APP,1
08426,D_MOBILE/APP,3
08428,B_MOBILE/APP,35
08429,B_MOBILE/APP,56
08432,B_MOBILE/APP,3
08434,B_MOBILE/APP,21
08439,A_MOBILE/APP,4
08439,B_MOBILE/APP,11
08440,A_MOBILE/APP,10
08441,B_MOBILE/APP,1
08447,B_MOBILE/APP,2
08448,B_MOBILE/APP,16
08453,B_MOBILE/APP,20
08454,A_MOBILE/APP,9
08454,B_MOBILE/APP,9
08456,B_MOBILE/APP,101
08456,D_MOBILE/APP,1
08458,B_MOBILE/APP,3
08462,B_MOBILE/APP,1
08465,A_MOBILE/APP,6
08466,B_MOBILE/APP,22
08468,A_MOBILE/APP,2
08469,A_MOBILE/APP,72
08469,B_MOBILE/APP,39
08470,B_MOBILE/APP,3
08472,B_MOBILE/APP,34
08474,B_MOBILE/APP,3
08475,B_MOBILE/APP,25
08477,B_MOBILE/APP,4
08478,B_MOBILE/APP,8
08479,A_MOBILE/APP,6
08480,A_MOBILE/APP,1
08482,B_MOBILE/APP,12
08483,B_MOBILE/APP,21
08485,A_MOBILE/APP,1
08487,B_MOBILE/APP,7
08489,B_MOBILE/APP,1
08491,B_MOBILE/APP,13
08494,B_MOBILE/APP,15
08496,B_MOBILE/APP,1
08500,A_MOBILE/APP,4
08500,B_MOBILE/APP,17
08502,B_MOBILE/APP,10
08503,B_MOBILE/APP,4
08504,A_MOBILE/APP,2
08508,B_MOBILE/APP,2
08508,D_MOBILE/APP,1
08511,A_MOBILE/APP,2
08514,B_MOBILE/APP,34
08516,A_MOBILE/APP,1
08517,A_MOBILE/APP,2
08519,A_MOBILE/APP,1
08520,B_MOBILE/APP,22
08522,B_MOBILE/APP,3
08524,B_MOBILE/APP,2
08525,A_MOBILE/APP,1
08525,B_MOBILE/APP,1
08526,B_MOBILE/APP,11
08528,B_MOBILE/APP,9
08529,B_MOBILE/APP,27
08530,B_MOBILE/APP,1
08531,B_MOBILE/APP,14
08532,B_MOBILE/APP,30
08533,B_MOBILE/APP,5
08534,B_MOBILE/APP,21
08535,A_MOBILE/APP,2
08536,B_MOBILE/APP,34
08540,B_MOBILE/APP,3
08541,A_MOBILE/APP,4
08541,B_MOBILE/APP,2
08542,A_MOBILE/APP,3
08542,B_MOBILE/APP,7
08543,B_MOBILE/APP,23
08547,B_MOBILE/APP,23
08549,B_MOBILE/APP,34
08552,B_MOBILE/APP,3
08555,B_MOBILE/APP,3
08560,B_MOBILE/APP,15
08564,B_MOBILE/APP,2
08565,B_MOBILE/APP,1
08566,B_MOBILE/APP,16
08568,A_MOBILE/APP,4
08569,A_MOBILE/APP,3
08572,B_MOBILE/APP,7
08575,B_MOBILE/APP,6
08577,B_MOBILE/APP,1
08578,B_MOBILE/APP,38
08581,B_MOBILE/APP,1
08585,A_MOBILE/APP,6
08585,B_MOBILE/APP,2
08586,B_MOBILE/APP,2
08587,B_MOBILE/APP,2
08589,A_MOBILE/APP,10
08592,B_MOBILE/APP,18
08593,B_MOBILE/APP,13
08594,B_MOBILE/APP,6
08597,B_MOBILE/APP,2
08598,B_MOBILE/APP,24
08599,A_MOBILE/APP,19
08599,B_MOBILE/APP,4
08600,B_MOBILE/APP,36
08601,B_MOBILE/APP,48
08603,A_MOBILE/APP,22
08606,A_MOBILE/APP,1
08606,B_MOBILE/APP,3
08611,A_MOBILE/APP,1
08612,B_MOBILE/APP,1
08615,B_MOBILE/APP,68
08617,B_MOBILE/APP,83
08618,A_MOBILE/APP,4
08620,B_MOBILE/APP,61
08621,B_MOBILE/APP,31
08622,B_MOBILE/APP,34
08623,B_MOBILE/APP,20
08628,A_MOBILE/APP,1
08629,B_MOBILE/APP,3
08631,A_MOBILE/APP,5
08631,B_MOBILE/APP,1
08632,B_MOBILE/APP,3
08633,B_MOBILE/APP,1
08635,B_MOBILE/APP,21
08637,B_MOBILE/APP,7
08639,B_MOBILE/APP,29
08641,A_MOBILE/APP,35
08645,B_MOBILE/APP,4
08647,A_MOBILE/APP,6
08648,B_MOBILE/APP,49
08649,A_MOBILE/APP,1
08649,B_MOBILE/APP,11
08650,A_MOBILE/APP,7
08652,B_MOBILE/APP,2
08653,A_MOBILE/APP,11
08656,B_MOBILE/APP,6
08657,D_MOBILE/APP,1
08658,A_MOBILE/APP,1
08659,A_MOBILE/APP,6
08659,B_MOBILE/APP,9
08661,B_MOBILE/APP,25
08662,B_MOBILE/APP,6
08664,B_MOBILE/APP,6
08669,B_MOBILE/APP,1
08670,B_MOBILE/APP,25
08671,B_MOBILE/APP,3
08672,B_MOBILE/APP,19
08673,B_MOBILE/APP,8
08675,B_MOBILE/APP,2
08677,B_MOBILE/APP,103
08680,B_MOBILE/APP,23
08682,A_MOBILE/APP,2
08684,B_MOBILE/APP,13
08686,B_MOBILE/APP,16
08691,B_MOBILE/APP,16
08692,B_MOBILE/APP,2
08693,B_MOBILE/APP,1
08694,A_MOBILE/APP,46
08694,B_MOBILE/APP,1
08695,A_MOBILE/APP,2
08697,B_MOBILE/APP,13
08698,B_MOBILE/APP,14
08699,B_MOBILE/APP,4
08701,B_MOBILE/APP,24
08702,B_MOBILE/APP,20
08703,B_MOBILE/APP,2
08708,A_MOBILE/APP,2
08712,A_MOBILE/APP,7
08713,B_MOBILE/APP,44
08714,A_MOBILE/APP,6
08716,B_MOBILE/APP,1
08717,B_MOBILE/APP,3
08718,A_MOBILE/APP,15
08718,B_MOBILE/APP,2
08720,B_MOBILE/APP,5
08721,B_MOBILE/APP,2
08723,A_MOBILE/APP,1
08723,B_MOBILE/APP,1
08728,B_MOBILE/APP,3
08729,B_MOBILE/APP,12
08730,B_MOBILE/APP,1
08732,B_MOBILE/APP,35
08735,D_MOBILE/APP,3
08738,A_MOBILE/APP,18
08741,A_MOBILE/APP,45
08741,B_MOBILE/APP,1
08743,A_MOBILE/APP,1
08743,B_MOBILE/APP,3
08745,B_MOBILE/APP,29
08746,B_MOBILE/APP,5
08747,A_MOBILE/APP,9
08748,B_MOBILE/APP,30
08749,B_MOBILE/APP,17
08750,B_MOBILE/APP,12
08752,B_MOBILE/APP,3
08755,B_MOBILE/APP,9
08763,B_MOBILE/APP,17
08764,B_MOBILE/APP,7
08765,B_MOBILE/APP,4
08767,B_MOBILE/APP,36
08769,B_MOBILE/APP,24
08771,A_MOBILE/APP,26
08773,B_MOBILE/APP,11
08774,B_MOBILE/APP,6
08777,A_MOBILE/APP,1
08778,B_MOBILE/APP,2
08779,C_MOBILE/APP,1
08781,B_MOBILE/APP,15
08782,B_MOBILE/APP,26
08783,B_MOBILE/APP,22
08784,B_MOBILE/APP,72
08785,B_MOBILE/APP,11
