cusID,partner,competitor,useDate
00070,A,A01,201511
00070,A,A02,201501
00070,A,A02,201503
00070,A,A02,201504
00070,A,A02,201505
00070,A,A02,201507
00070,A,A02,201508
00070,A,A02,201509
00070,A,A02,201510
00070,A,A02,201511
00070,A,A02,201512
00070,B,B01,201503
00070,B,B01,201508
00070,C,C01,201502
00070,C,C01,201503
00070,C,C01,201504
00070,C,C01,201505
00070,C,C01,201506
00070,C,C01,201507
00070,C,C01,201508
00070,C,C01,201509
00070,C,C01,201510
00070,C,C01,201511
00070,C,C01,201512
00074,B,B02,201509
00074,B,B02,201511
00074,C,C03,201503
00077,A,A02,201505
00077,A,A02,201512
00077,B,B02,201505
00077,C,C02,201501
00077,C,C02,201505
00077,C,C02,201508
00077,C,C02,201509
00077,C,C03,201508
00079,B,B01,201509
00079,B,B02,201503
00079,B,B02,201504
00079,C,C02,201510
00079,C,C02,201512
00083,A,A02,201502
00085,A,A01,201501
00085,A,A01,201509
00085,C,C03,201501
00085,C,C03,201506
00085,C,C03,201507
00085,C,C03,201509
00087,B,B02,201501
00088,B,B02,201501
00088,B,B02,201502
00088,B,B02,201503
00088,B,B02,201504
00088,B,B02,201505
00088,B,B02,201506
00088,B,B02,201507
00088,B,B02,201508
00088,B,B02,201509
00088,B,B02,201510
00088,B,B02,201511
00088,B,B02,201512
00089,A,A02,201512
00089,B,B01,201501
00089,B,B02,201508
00089,C,C03,201510
00090,B,B02,201504
00093,A,A01,201511
00096,B,B02,201509
00101,A,A02,201503
00101,A,A02,201504
00101,A,A02,201505
00101,A,A02,201506
00101,A,A02,201512
00102,A,A02,201503
00102,A,A02,201504
00102,A,A02,201510
00102,A,A02,201511
00102,B,B02,201504
00102,B,B02,201505
00102,B,B02,201506
00102,B,B02,201507
00102,B,B02,201508
00102,B,B02,201509
00102,B,B02,201510
00102,B,B02,201511
00102,B,B02,201512
00107,B,B01,201501
00107,C,C03,201502
00110,A,A02,201511
00112,A,A01,201503
00112,A,A01,201504
00112,A,A01,201505
00112,A,A01,201512
00112,A,A02,201507
00112,C,C03,201510
00113,A,A01,201504
00113,A,A01,201512
00113,A,A02,201501
00113,A,A02,201502
00113,A,A02,201510
00113,B,B01,201501
00113,B,B02,201503
00113,B,B02,201509
00114,A,A02,201505
00114,A,A02,201508
00115,A,A02,201501
00115,A,A02,201502
00115,A,A02,201503
00115,A,A02,201504
00115,A,A02,201505
00115,A,A02,201506
00115,A,A02,201512
00115,B,B01,201505
00117,B,B02,201504
00117,B,B02,201510
00119,A,A02,201512
00119,B,B01,201505
00119,B,B01,201506
00121,B,B02,201502
00121,C,C03,201503
00127,B,B02,201503
00130,A,A02,201511
00130,A,A02,201512
00130,B,B02,201503
00132,A,A02,201510
00132,B,B01,201509
00132,B,B02,201503
00132,C,C02,201502
00132,C,C02,201504
00132,C,C02,201505
00132,C,C02,201507
00132,C,C02,201508
00132,C,C02,201509
00132,C,C02,201510
00134,A,A02,201504
00136,A,A01,201512
00136,B,B01,201512
00136,C,C01,201501
00136,C,C01,201502
00136,C,C01,201506
00136,C,C03,201501
00136,C,C03,201502
00136,C,C03,201504
00136,C,C03,201506
00136,C,C03,201508
00138,B,B02,201512
00139,A,A01,201509
00139,A,A02,201501
00139,A,A02,201502
00139,A,A02,201504
00139,A,A02,201511
00139,A,A02,201512
00147,A,A02,201504
00148,A,A01,201501
00148,A,A01,201505
00148,C,C01,201506
00148,C,C01,201507
00148,C,C01,201508
00148,C,C01,201509
00148,C,C01,201510
00148,C,C01,201511
00148,C,C01,201512
00148,C,C03,201511
00149,B,B01,201501
00149,B,B01,201502
00149,B,B01,201503
00149,B,B01,201504
00149,B,B01,201505
00149,B,B01,201506
00149,B,B01,201507
00149,B,B01,201509
00149,B,B01,201510
00149,B,B01,201511
00149,B,B01,201512
00152,A,A01,201512
00154,A,A01,201501
00154,A,A01,201502
00154,A,A01,201503
00154,A,A01,201504
00154,A,A01,201505
00154,A,A01,201506
00154,A,A01,201507
00154,A,A01,201508
00154,A,A01,201509
00154,A,A01,201510
00154,A,A01,201511
00154,A,A01,201512
00155,A,A01,201501
00155,A,A01,201503
00155,A,A01,201505
00155,A,A02,201512
00155,B,B01,201501
00155,B,B01,201502
00155,B,B01,201504
00155,B,B01,201505
00155,B,B01,201507
00155,B,B01,201509
00155,B,B01,201511
00155,B,B01,201512
00157,B,B01,201501
00157,C,C03,201502
00157,C,C03,201504
00157,C,C03,201509
00157,C,C03,201510
00157,C,C03,201511
00159,A,A01,201512
00161,A,A01,201503
00161,C,C02,201503
00161,C,C02,201512
00162,C,C03,201506
00163,A,A01,201503
00163,A,A02,201503
00163,B,B01,201503
00163,B,B01,201505
00163,B,B01,201512
00166,A,A01,201501
00166,A,A01,201502
00166,A,A01,201503
00166,A,A01,201509
00166,A,A02,201501
00166,A,A02,201505
00166,A,A02,201508
00166,A,A02,201509
00166,A,A02,201510
00166,A,A02,201511
00166,A,A02,201512
00166,B,B01,201502
00166,B,B01,201505
00166,C,C01,201501
00166,C,C01,201502
00166,C,C01,201504
00166,C,C01,201505
00166,C,C01,201506
00166,C,C01,201507
00166,C,C01,201508
00166,C,C01,201509
00166,C,C01,201511
00166,C,C01,201512
00166,C,C03,201504
00166,C,C03,201505
00166,C,C03,201506
00166,C,C03,201507
00166,C,C03,201508
00166,C,C03,201509
00166,C,C03,201510
00171,A,A01,201509
00173,A,A01,201511
00173,A,A02,201507
00173,B,B01,201506
00173,B,B02,201504
00173,B,B02,201505
00173,B,B02,201507
00173,B,B02,201511
00173,C,C03,201501
00173,C,C03,201510
00176,A,A01,201505
00176,A,A01,201509
00176,A,A01,201512
00176,A,A02,201501
00176,A,A02,201505
00176,B,B01,201502
00176,B,B01,201503
00176,B,B01,201505
00176,B,B01,201506
00176,B,B01,201508
00176,B,B01,201512
00179,A,A01,201501
00179,A,A01,201504
00179,A,A02,201501
00179,A,A02,201503
00179,A,A02,201504
00179,A,A02,201505
00179,A,A02,201509
00179,A,A02,201511
00179,A,A02,201512
00179,B,B01,201502
00179,B,B01,201504
00179,B,B01,201506
00179,B,B01,201508
00180,B,B01,201506
00181,A,A02,201505
00181,A,A02,201508
00183,B,B01,201507
00183,C,C01,201511
00188,B,B01,201503
00188,B,B01,201505
00188,B,B01,201511
00188,B,B02,201503
00188,B,B02,201504
00188,B,B02,201505
00188,B,B02,201506
00188,B,B02,201507
00188,B,B02,201509
00188,B,B02,201510
00188,B,B02,201512
00189,C,C01,201505
00191,B,B01,201506
00193,C,C01,201512
00195,B,B01,201501
00195,B,B02,201504
00195,C,C02,201506
00197,C,C03,201506
00201,A,A01,201511
00201,C,C03,201508
00201,C,C03,201510
00201,C,C03,201511
00201,C,C03,201512
00206,B,B01,201506
00206,C,C01,201504
00206,C,C01,201505
00206,C,C01,201507
00207,C,C01,201504
00207,C,C01,201506
00207,C,C01,201507
00207,C,C01,201510
00207,C,C01,201512
00209,A,A01,201506
00209,A,A01,201509
00209,A,A01,201510
00209,B,B02,201506
00209,B,B02,201507
00209,B,B02,201510
00209,B,B02,201511
00209,B,B02,201512
00214,A,A01,201502
00214,A,A01,201504
00214,A,A01,201507
00214,A,A01,201508
00214,A,A01,201510
00214,A,A01,201512
00214,A,A02,201504
00214,B,B01,201504
00214,C,C02,201502
00214,C,C02,201503
00214,C,C02,201504
00214,C,C02,201512
00214,C,C03,201503
00215,B,B01,201501
00215,B,B01,201502
00215,B,B02,201502
00215,C,C03,201501
00216,B,B01,201504
00217,A,A01,201503
00217,A,A01,201508
00217,A,A01,201512
00217,B,B01,201510
00218,A,A01,201505
00218,A,A01,201507
00218,A,A02,201501
00218,A,A02,201502
00218,A,A02,201504
00218,A,A02,201505
00218,A,A02,201508
00218,A,A02,201510
00218,A,A02,201511
00218,B,B01,201504
00219,B,B02,201507
00225,A,A01,201501
00225,A,A01,201512
00225,A,A02,201507
00229,B,B01,201507
00231,A,A02,201508
00232,B,B02,201508
00232,C,C03,201501
00232,C,C03,201502
00232,C,C03,201504
00240,A,A01,201501
00240,A,A01,201502
00240,A,A01,201503
00240,A,A01,201504
00240,A,A01,201505
00240,A,A01,201508
00240,A,A01,201511
00240,A,A01,201512
00240,A,A02,201510
00240,B,B01,201502
00240,B,B01,201504
00240,B,B01,201509
00240,B,B01,201510
00240,B,B01,201511
00240,C,C01,201505
00240,C,C01,201506
00240,C,C01,201508
00240,C,C02,201506
00240,C,C03,201504
00249,B,B01,201503
00249,B,B01,201504
00249,B,B01,201510
00249,B,B01,201512
00249,B,B02,201502
00249,B,B02,201504
00250,A,A02,201502
00250,A,A02,201509
00250,B,B02,201510
00251,A,A01,201511
00251,A,A02,201512
00251,B,B01,201502
00251,B,B01,201508
00252,B,B01,201505
00252,B,B01,201512
00254,A,A01,201511
00254,A,A01,201512
00254,A,A02,201508
00254,A,A02,201510
00256,A,A02,201503
00258,A,A01,201503
00258,A,A01,201504
00258,A,A01,201505
00258,A,A01,201510
00262,C,C03,201508
00262,C,C03,201509
00262,C,C03,201510
00262,C,C03,201511
00268,A,A01,201505
00268,A,A01,201507
00268,A,A02,201504
00268,A,A02,201505
00268,A,A02,201507
00268,A,A02,201509
00268,B,B01,201507
00271,B,B02,201502
00271,B,B02,201503
00271,B,B02,201504
00271,B,B02,201505
00271,B,B02,201506
00271,B,B02,201512
00272,A,A02,201504
00273,A,A01,201503
00273,A,A01,201504
00273,A,A01,201507
00273,A,A01,201508
00273,A,A01,201509
00273,A,A01,201510
00273,A,A01,201511
00275,B,B02,201502
00275,B,B02,201503
00275,B,B02,201505
00275,B,B02,201512
00277,A,A02,201503
00277,B,B01,201504
00277,B,B02,201502
00277,B,B02,201503
00277,B,B02,201507
00282,A,A02,201506
00282,B,B02,201505
00282,C,C02,201501
00282,C,C02,201502
00282,C,C02,201503
00282,C,C02,201504
00282,C,C03,201504
00282,C,C03,201506
00282,C,C03,201507
00282,C,C03,201512
00285,B,B01,201503
00289,B,B01,201504
00289,B,B02,201507
00289,C,C02,201511
00292,C,C03,201506
00294,A,A01,201510
00294,B,B02,201508
00296,B,B01,201501
00296,B,B01,201505
00296,B,B01,201507
00301,A,A01,201501
00301,A,A01,201502
00301,A,A01,201509
00301,B,B01,201504
00301,B,B01,201512
00301,C,C02,201501
00301,C,C02,201502
00301,C,C02,201503
00301,C,C02,201504
00301,C,C02,201505
00301,C,C02,201506
00301,C,C02,201508
00301,C,C02,201511
00301,C,C02,201512
00301,C,C03,201509
00302,A,A02,201512
00303,B,B01,201504
00303,B,B01,201509
00303,B,B01,201510
00306,B,B02,201511
00308,A,A01,201504
00308,A,A01,201505
00308,A,A01,201506
00308,A,A01,201509
00308,A,A01,201511
00308,B,B02,201510
00308,C,C03,201509
00308,C,C03,201511
00310,B,B01,201503
00311,A,A01,201505
00312,C,C03,201509
00313,B,B01,201501
00313,B,B01,201504
00313,B,B01,201507
00314,A,A01,201503
00314,A,A01,201508
00314,A,A01,201509
00314,A,A02,201501
00314,A,A02,201508
00314,A,A02,201511
00314,A,A02,201512
00314,B,B01,201501
00314,B,B01,201502
00314,B,B01,201503
00314,B,B01,201504
00314,B,B01,201505
00314,B,B01,201506
00314,B,B01,201507
00314,B,B01,201508
00314,B,B01,201509
00314,B,B01,201510
00314,B,B01,201511
00314,B,B01,201512
00314,C,C01,201503
00317,C,C03,201505
00317,C,C03,201506
00317,C,C03,201507
00317,C,C03,201508
00317,C,C03,201510
00317,C,C03,201511
00320,A,A02,201506
00320,A,A02,201512
00320,B,B01,201503
00321,A,A02,201511
00322,B,B01,201512
00324,B,B01,201502
00325,A,A02,201501
00325,A,A02,201502
00325,A,A02,201503
00325,A,A02,201504
00325,A,A02,201505
00325,A,A02,201506
00325,A,A02,201507
00325,A,A02,201508
00325,A,A02,201509
00325,A,A02,201510
00325,A,A02,201511
00325,A,A02,201512
00325,B,B02,201507
00325,B,B02,201508
00325,B,B02,201510
00325,B,B02,201512
00325,C,C02,201504
00325,C,C02,201506
00325,C,C02,201509
00325,C,C02,201512
00326,A,A02,201507
00328,A,A02,201502
00331,B,B02,201507
00332,A,A01,201503
00332,A,A02,201508
00332,A,A02,201510
00332,A,A02,201512
00336,A,A02,201504
00344,A,A01,201503
00344,A,A01,201507
00344,A,A01,201511
00344,A,A02,201503
00344,A,A02,201504
00347,A,A01,201502
00347,A,A01,201506
00347,A,A01,201507
00347,A,A01,201508
00347,A,A01,201509
00347,A,A01,201512
00347,A,A02,201502
00349,A,A01,201501
00349,A,A01,201502
00349,A,A01,201503
00349,A,A01,201504
00349,A,A01,201505
00349,A,A01,201506
00349,A,A01,201507
00349,A,A01,201508
00349,A,A01,201509
00349,A,A01,201510
00349,A,A01,201511
00349,A,A01,201512
00349,A,A02,201502
00349,A,A02,201504
00349,A,A02,201508
00349,A,A02,201512
00349,B,B01,201507
00349,B,B02,201510
00349,C,C03,201501
00349,C,C03,201504
00349,C,C03,201505
00349,C,C03,201509
00349,C,C03,201511
00351,C,C03,201504
00352,A,A01,201512
00356,A,A01,201508
00356,A,A02,201505
00356,B,B01,201506
00356,B,B02,201502
00356,B,B02,201503
00356,B,B02,201505
00356,B,B02,201507
00356,B,B02,201510
00356,B,B02,201512
00356,C,C01,201502
00356,C,C01,201505
00356,C,C02,201505
00356,C,C02,201507
00356,C,C02,201509
00356,C,C02,201511
00359,A,A02,201505
00359,B,B02,201503
00359,B,B02,201505
00359,B,B02,201511
00359,B,B02,201512
00360,B,B01,201507
00361,A,A02,201501
00365,A,A01,201503
00365,A,A01,201508
00365,A,A01,201510
00365,A,A01,201511
00365,C,C01,201505
00365,C,C01,201511
00367,A,A02,201506
00367,B,B01,201501
00367,B,B02,201501
00367,B,B02,201502
00367,B,B02,201503
00367,B,B02,201504
00367,B,B02,201505
00367,B,B02,201506
00367,B,B02,201507
00367,B,B02,201508
00367,B,B02,201510
00367,B,B02,201512
00368,A,A02,201506
00369,B,B01,201506
00369,B,B01,201507
00370,B,B01,201502
00370,B,B01,201503
00370,B,B01,201507
00370,B,B01,201509
00370,B,B01,201511
00370,B,B01,201512
00371,B,B01,201501
00371,B,B02,201502
00371,B,B02,201503
00373,A,A01,201510
00373,A,A01,201511
00373,A,A01,201512
00373,B,B01,201512
00373,B,B02,201501
00373,B,B02,201502
00373,B,B02,201509
00373,B,B02,201510
00373,B,B02,201511
00373,B,B02,201512
00374,A,A01,201502
00374,A,A01,201503
00374,A,A01,201505
00374,A,A01,201506
00374,A,A01,201507
00374,A,A01,201508
00374,A,A01,201509
00374,A,A01,201510
00374,A,A01,201511
00374,B,B02,201501
00374,B,B02,201502
00374,B,B02,201505
00374,B,B02,201506
00374,B,B02,201507
00374,B,B02,201508
00374,B,B02,201510
00374,B,B02,201511
00374,B,B02,201512
00375,A,A01,201508
00375,A,A01,201509
00375,A,A01,201511
00375,A,A01,201512
00375,A,A02,201509
00375,A,A02,201510
00377,B,B02,201507
00377,B,B02,201512
00380,B,B02,201504
00380,B,B02,201512
00383,A,A01,201504
00383,C,C03,201510
00389,B,B01,201508
00389,B,B01,201509
00389,B,B01,201510
00389,B,B01,201511
00389,B,B01,201512
00393,B,B02,201501
00394,A,A02,201512
00394,B,B01,201511
00394,B,B01,201512
00401,B,B01,201506
00401,C,C02,201501
00401,C,C02,201503
00401,C,C02,201504
00401,C,C02,201505
00401,C,C02,201506
00402,A,A01,201503
00402,A,A01,201505
00402,A,A02,201504
00402,A,A02,201506
00402,A,A02,201507
00402,A,A02,201508
00402,A,A02,201509
00402,A,A02,201510
00402,A,A02,201511
00402,A,A02,201512
00405,A,A01,201501
00405,A,A01,201502
00405,A,A01,201503
00405,A,A01,201504
00405,A,A01,201505
00405,A,A01,201506
00405,A,A01,201507
00405,A,A01,201508
00405,A,A01,201509
00405,A,A01,201510
00405,A,A01,201511
00405,A,A01,201512
00405,C,C03,201501
00405,C,C03,201502
00405,C,C03,201503
00405,C,C03,201504
00405,C,C03,201505
00405,C,C03,201506
00405,C,C03,201507
00405,C,C03,201508
00405,C,C03,201509
00405,C,C03,201510
00405,C,C03,201511
00405,C,C03,201512
00410,C,C03,201501
00410,C,C03,201505
00410,C,C03,201507
00416,B,B02,201507
00416,B,B02,201508
00417,A,A01,201510
00417,B,B01,201512
00419,A,A02,201509
00419,A,A02,201511
00419,C,C03,201503
00419,C,C03,201504
00419,C,C03,201505
00419,C,C03,201506
00419,C,C03,201508
00421,B,B02,201501
00421,B,B02,201505
00421,B,B02,201506
00421,B,B02,201507
00421,B,B02,201508
00422,A,A02,201511
00422,B,B01,201503
00422,B,B01,201511
00423,A,A01,201508
00423,C,C03,201501
00423,C,C03,201510
00426,C,C02,201511
00428,A,A01,201506
00428,A,A01,201508
00428,B,B01,201501
00428,B,B01,201508
00430,B,B01,201510
00430,C,C03,201501
00433,B,B01,201507
00433,B,B02,201504
00433,B,B02,201506
00433,B,B02,201510
00434,A,A02,201504
00438,B,B02,201501
00438,B,B02,201502
00438,B,B02,201506
00445,A,A01,201508
00445,A,A01,201510
00445,B,B01,201511
00445,B,B01,201512
00446,A,A01,201504
00446,B,B01,201512
00449,B,B02,201501
00449,B,B02,201502
00449,B,B02,201503
00449,B,B02,201504
00449,B,B02,201506
00449,B,B02,201507
00450,B,B02,201501
00450,B,B02,201504
00450,B,B02,201508
00450,B,B02,201510
00453,A,A02,201501
00453,A,A02,201512
00453,B,B01,201501
00453,B,B01,201503
00453,B,B01,201511
00454,B,B02,201507
00458,B,B02,201506
00462,C,C01,201501
00462,C,C01,201502
00462,C,C01,201503
00462,C,C01,201504
00462,C,C01,201505
00462,C,C01,201506
00462,C,C01,201507
00462,C,C01,201508
00462,C,C01,201509
00462,C,C01,201510
00462,C,C01,201511
00462,C,C01,201512
00464,C,C01,201504
00464,C,C01,201506
00464,C,C01,201507
00464,C,C01,201509
00465,A,A01,201505
00465,A,A01,201506
00465,A,A01,201511
00465,B,B01,201505
00465,B,B01,201510
00469,A,A01,201506
00469,A,A02,201508
00469,A,A02,201512
00469,C,C01,201508
00469,C,C03,201501
00469,C,C03,201508
00470,C,C01,201512
00472,B,B01,201503
00473,B,B01,201506
00474,B,B01,201509
00474,B,B02,201512
00474,C,C01,201508
00477,B,B01,201509
00477,B,B01,201512
00478,B,B01,201502
00480,B,B02,201508
00486,A,A01,201508
00486,A,A01,201510
00492,B,B01,201502
00492,B,B01,201511
00492,B,B02,201502
00492,B,B02,201503
00492,B,B02,201507
00492,B,B02,201508
00492,B,B02,201511
00492,C,C01,201501
00492,C,C01,201502
00492,C,C01,201503
00492,C,C01,201504
00492,C,C01,201505
00492,C,C01,201506
00492,C,C01,201507
00492,C,C01,201508
00492,C,C01,201509
00492,C,C01,201510
00492,C,C01,201511
00492,C,C01,201512
00492,C,C03,201504
00493,B,B01,201501
00494,A,A02,201503
00494,A,A02,201504
00494,A,A02,201505
00494,A,A02,201506
00494,A,A02,201509
00494,A,A02,201510
00494,A,A02,201511
00500,A,A01,201505
00500,A,A01,201506
00500,A,A01,201508
00500,A,A01,201509
00500,A,A01,201510
00500,A,A01,201511
00500,B,B02,201505
00500,B,B02,201506
00500,B,B02,201507
00500,B,B02,201508
00500,B,B02,201509
00500,B,B02,201510
00500,B,B02,201511
00502,A,A01,201501
00503,B,B02,201502
00503,B,B02,201507
00503,B,B02,201509
00503,B,B02,201511
00505,C,C03,201512
00506,A,A01,201510
00506,A,A02,201501
00506,A,A02,201505
00506,B,B01,201503
00506,B,B01,201504
00506,B,B01,201505
00506,B,B01,201508
00506,B,B01,201509
00506,B,B01,201510
00506,B,B01,201511
00506,B,B01,201512
00507,A,A01,201505
00507,A,A01,201506
00507,A,A01,201507
00507,A,A01,201508
00507,A,A01,201509
00507,A,A01,201510
00507,A,A01,201511
00507,A,A01,201512
00507,A,A02,201509
00507,A,A02,201510
00507,A,A02,201511
00507,A,A02,201512
00507,B,B01,201503
00507,B,B01,201505
00507,B,B01,201507
00507,B,B01,201508
00507,B,B01,201509
00507,B,B01,201510
00507,C,C03,201502
00507,C,C03,201508
00507,C,C03,201511
00508,A,A02,201512
00509,A,A02,201509
00509,C,C03,201502
00509,C,C03,201503
00509,C,C03,201504
00509,C,C03,201505
00509,C,C03,201506
00509,C,C03,201510
00512,A,A02,201507
00512,A,A02,201512
00512,B,B01,201501
00512,B,B01,201503
00512,B,B01,201510
00512,B,B01,201512
00513,A,A02,201506
00514,A,A01,201501
00514,A,A01,201507
00514,A,A01,201508
00514,A,A02,201504
00516,A,A01,201509
00519,A,A01,201502
00519,B,B01,201501
00519,B,B01,201503
00521,A,A01,201505
00521,A,A01,201507
00521,A,A01,201509
00521,A,A01,201510
00521,A,A02,201509
00525,A,A02,201504
00526,B,B02,201511
00528,B,B01,201501
00528,B,B01,201505
00528,B,B01,201506
00528,B,B01,201511
00528,B,B01,201512
00535,A,A01,201512
00538,B,B02,201507
00538,C,C02,201512
00539,B,B01,201502
00541,B,B01,201505
00541,B,B02,201505
00541,C,C03,201503
00541,C,C03,201506
00544,C,C03,201501
00544,C,C03,201502
00544,C,C03,201503
00544,C,C03,201504
00544,C,C03,201505
00544,C,C03,201506
00544,C,C03,201510
00544,C,C03,201512
00547,A,A01,201501
00547,A,A01,201505
00547,A,A01,201506
00547,A,A01,201507
00547,A,A01,201508
00547,A,A01,201510
00547,B,B01,201506
00547,B,B01,201507
00549,B,B01,201501
00549,B,B01,201502
00549,B,B01,201503
00549,B,B01,201504
00549,B,B01,201505
00549,B,B01,201506
00549,B,B01,201507
00549,B,B01,201508
00549,B,B01,201509
00549,B,B01,201510
00549,B,B01,201511
00549,B,B01,201512
00549,B,B02,201508
00549,B,B02,201512
00549,C,C03,201501
00549,C,C03,201512
00551,A,A01,201508
00551,A,A01,201511
00551,A,A01,201512
00551,A,A02,201502
00551,A,A02,201503
00551,A,A02,201507
00551,A,A02,201508
00551,A,A02,201510
00551,B,B01,201502
00551,B,B01,201503
00551,B,B01,201507
00551,B,B01,201510
00552,A,A01,201501
00552,A,A01,201502
00552,A,A01,201503
00552,A,A01,201506
00552,A,A01,201507
00552,A,A01,201508
00552,A,A01,201509
00552,A,A01,201510
00552,A,A02,201501
00552,A,A02,201504
00552,A,A02,201506
00552,A,A02,201507
00552,A,A02,201508
00552,A,A02,201510
00552,B,B01,201501
00552,B,B01,201502
00552,B,B01,201503
00552,B,B01,201504
00552,B,B01,201505
00552,B,B01,201506
00552,B,B01,201507
00552,B,B01,201508
00552,B,B01,201510
00552,B,B01,201511
00552,B,B01,201512
00552,B,B02,201502
00552,B,B02,201504
00552,B,B02,201505
00553,A,A01,201511
00553,B,B01,201503
00556,B,B01,201501
00556,B,B01,201502
00556,B,B01,201505
00556,B,B01,201506
00556,B,B01,201507
00556,B,B01,201509
00556,B,B01,201510
00556,B,B01,201511
00556,B,B01,201512
00557,B,B01,201507
00557,B,B01,201509
00558,A,A01,201502
00559,A,A01,201505
00559,B,B01,201506
00559,B,B01,201507
00559,B,B01,201510
00559,B,B01,201512
00559,B,B02,201511
00559,C,C01,201512
00559,C,C03,201512
00560,B,B01,201510
00563,A,A01,201504
00566,B,B02,201505
00566,B,B02,201506
00566,B,B02,201507
00566,B,B02,201509
00567,A,A02,201512
00567,C,C02,201506
00569,C,C03,201512
00571,B,B01,201501
00571,B,B01,201502
00571,B,B01,201510
00571,B,B01,201511
00571,B,B01,201512
00572,A,A02,201505
00572,A,A02,201507
00572,A,A02,201508
00572,B,B01,201502
00572,B,B01,201504
00572,B,B01,201505
00572,B,B01,201506
00572,B,B01,201508
00572,B,B01,201509
00572,B,B01,201510
00572,B,B01,201511
00574,C,C03,201510
00578,B,B02,201501
00578,B,B02,201502
00578,B,B02,201504
00578,B,B02,201505
00578,B,B02,201507
00578,B,B02,201508
00578,B,B02,201509
00578,B,B02,201510
00578,B,B02,201511
00582,A,A01,201507
00582,B,B01,201501
00582,B,B01,201502
00582,B,B01,201505
00582,B,B02,201502
00582,B,B02,201507
00582,B,B02,201509
00582,B,B02,201510
00586,B,B02,201502
00588,A,A01,201508
00588,B,B01,201508
00588,B,B01,201510
00588,B,B01,201511
00588,B,B02,201511
00593,B,B01,201501
00593,B,B02,201502
00597,A,A01,201501
00597,A,A01,201510
00597,A,A01,201512
00597,A,A02,201510
00597,B,B02,201502
00597,B,B02,201504
00597,B,B02,201510
00598,A,A01,201508
00598,B,B02,201505
00598,B,B02,201508
00602,A,A01,201505
00602,C,C01,201501
00602,C,C01,201502
00602,C,C01,201503
00602,C,C01,201504
00602,C,C01,201505
00602,C,C01,201508
00602,C,C01,201509
00602,C,C01,201511
00602,C,C01,201512
00602,C,C02,201507
00602,C,C02,201508
00604,B,B01,201503
00604,B,B02,201509
00606,A,A01,201501
00606,A,A01,201503
00606,A,A01,201505
00606,A,A01,201510
00606,A,A01,201511
00606,A,A01,201512
00606,B,B01,201506
00606,B,B01,201509
00606,B,B02,201501
00606,B,B02,201504
00606,B,B02,201505
00606,B,B02,201506
00606,B,B02,201507
00606,B,B02,201510
00606,B,B02,201512
00607,B,B02,201512
00609,B,B01,201511
00612,A,A02,201510
00612,A,A02,201512
00612,B,B01,201510
00617,C,C03,201503
00624,B,B01,201501
00624,B,B01,201503
00624,B,B01,201511
00624,C,C03,201504
00624,C,C03,201512
00627,B,B01,201501
00629,A,A01,201502
00629,A,A01,201504
00629,A,A01,201505
00629,A,A01,201507
00629,A,A01,201509
00629,A,A01,201511
00629,A,A02,201508
00629,B,B01,201501
00629,B,B01,201503
00629,B,B01,201504
00629,B,B01,201506
00629,B,B01,201507
00629,B,B01,201510
00629,C,C03,201503
00629,C,C03,201505
00631,A,A01,201505
00631,A,A01,201506
00632,B,B02,201501
00632,B,B02,201502
00633,A,A01,201502
00633,A,A02,201511
00633,B,B01,201502
00633,B,B01,201507
00633,B,B01,201508
00633,B,B01,201510
00634,B,B01,201502
00634,B,B01,201509
00650,B,B01,201507
00650,B,B02,201505
00650,B,B02,201506
00650,B,B02,201507
00650,B,B02,201508
00650,B,B02,201512
00655,B,B01,201501
00655,C,C03,201510
00660,B,B01,201512
00664,A,A01,201501
00664,A,A01,201505
00664,A,A01,201510
00664,A,A01,201511
00664,A,A02,201501
00664,A,A02,201506
00664,A,A02,201512
00664,B,B01,201505
00664,B,B01,201508
00664,B,B01,201511
00664,B,B02,201501
00664,B,B02,201503
00664,B,B02,201504
00664,B,B02,201507
00664,B,B02,201511
00664,B,B02,201512
00664,C,C01,201504
00664,C,C01,201511
00664,C,C01,201512
00664,C,C03,201501
00664,C,C03,201503
00664,C,C03,201504
00664,C,C03,201505
00664,C,C03,201506
00664,C,C03,201507
00664,C,C03,201509
00664,C,C03,201510
00664,C,C03,201511
00666,B,B01,201506
00666,C,C02,201505
00667,C,C02,201508
00667,C,C02,201511
00667,C,C02,201512
00673,C,C03,201503
00673,C,C03,201504
00673,C,C03,201508
00673,C,C03,201509
00673,C,C03,201511
00675,B,B02,201507
00684,A,A01,201502
00684,A,A01,201503
00684,A,A01,201510
00684,A,A01,201512
00684,A,A02,201508
00684,A,A02,201509
00684,A,A02,201512
00684,B,B01,201501
00684,B,B01,201502
00684,B,B01,201503
00684,B,B01,201504
00684,B,B01,201505
00684,B,B01,201508
00684,B,B01,201509
00684,B,B01,201512
00684,B,B02,201501
00684,C,C01,201505
00684,C,C01,201506
00684,C,C01,201507
00684,C,C01,201508
00684,C,C01,201509
00684,C,C01,201510
00684,C,C01,201512
00689,C,C03,201501
00694,A,A02,201508
00694,A,A02,201511
00694,A,A02,201512
00696,A,A01,201501
00696,A,A02,201501
00696,A,A02,201504
00696,A,A02,201507
00696,A,A02,201508
00696,B,B01,201501
00696,B,B01,201507
00696,B,B01,201511
00696,B,B02,201501
00696,B,B02,201502
00696,B,B02,201504
00696,B,B02,201505
00696,B,B02,201506
00696,B,B02,201507
00696,B,B02,201508
