partner,cate_1,cate_2,cate_3,cate_2_name,cate_3_name
B,11,1108,B110801,향신료,자연향신료
B,11,1109,B110901,액상조미료,액젓
B,11,1109,B110902,액상조미료,요리식초
B,11,1109,B110903,액상조미료,음료식초
B,11,1110,B111001,복합조미료,가공조미료
B,11,1110,B111002,복합조미료,자연조미료
B,11,1111,B111101,소금/설탕류,설탕
B,11,1111,B111102,소금/설탕류,소금
B,11,1111,B111103,소금/설탕류,액상과당
B,11,1112,B111201,수입조미,수입소스
B,11,1112,B111202,수입조미,수입유지
B,11,1112,B111203,수입조미,수입장류
B,11,1112,B111204,수입조미,수입조미료
B,12,1201,B120101,간편조리식품,즉석반찬
B,12,1201,B120102,간편조리식품,분말조리식품
B,12,1201,B120103,간편조리식품,즉석밥/죽
B,12,1202,B120201,라면,봉지면
B,12,1202,B120202,라면,용기면
B,12,1203,B120301,면류,국수
B,12,1203,B120302,면류,당면
B,12,1203,B120303,면류,건냉면
B,12,1203,B120304,면류,생면
B,12,1203,B120305,면류,파스타류
B,12,1204,B120401,분유,유아푸드
B,12,1204,B120402,분유,분유
B,12,1204,B120403,분유,이유식
B,12,1205,B120501,잼,일반잼
B,12,1205,B120502,잼,과일잼
B,12,1205,B120503,잼,스프레드
B,12,1205,B120504,잼,프리미엄잼
B,12,1206,B120601,통조림,농산물통조림
B,12,1206,B120602,통조림,수산통조림
B,12,1206,B120603,통조림,축산물통조림
B,12,1206,B120604,통조림,과일통조림
B,12,1206,B120605,통조림,참치통조림
B,12,1206,B120606,통조림,채소통조림
B,12,1206,B120607,통조림,온라인 통조림
B,12,1207,B120701,인스턴트선물세트,통조림선물세트
B,12,1207,B120702,인스턴트선물세트,혼합선물세트
B,12,1208,B120801,이유식/유아간식,이유식
B,12,1208,B120802,이유식/유아간식,유아과자
B,12,1208,B120803,이유식/유아간식,유아기타간식
B,12,1208,B120804,이유식/유아간식,유아음료
B,12,1209,B120901,두유,성인두유
B,12,1209,B120902,두유,유아두유
B,13,1301,B130101,커피,커피크림
B,13,1301,B130102,커피,인스턴트커피
B,13,1301,B130103,커피,원두커피
B,13,1301,B130104,커피,커피선물세트
B,13,1302,B130201,차,코코아
B,13,1302,B130202,차,녹차
B,13,1302,B130203,차,액상차
B,13,1302,B130204,차,티백차
B,13,1302,B130205,차,식수용차
B,13,1302,B130206,차,T-SHOP
B,13,1302,B130207,차,침출차
B,13,1302,B130208,차,분말차
B,13,1302,B130209,차,아이스티
B,13,1302,B130210,차,건강미용차
B,13,1302,B130211,차,차 선물세트
B,13,1303,B130301,건강식품,건강식품
B,13,1303,B130302,건강식품,꿀
B,13,1303,B130303,건강식품,홍삼
B,13,1303,B130304,건강식품,비타민
B,13,1303,B130305,건강식품,꿀 선물세트
B,13,1303,B130306,건강식품,건강선물세트
B,13,1304,B130401,담배,국산담배
B,13,1304,B130402,담배,수입담배
B,13,1305,B130501,인스턴트커피,믹스커피
B,13,1305,B130502,인스턴트커피,아이스커피
B,13,1305,B130503,인스턴트커피,용기리필커피
B,13,1306,B130601,원두커피,분쇄원두커피
B,13,1306,B130602,원두커피,스틱원두커피
B,13,1306,B130603,원두커피,캡슐원두커피
B,13,1306,B130604,원두커피,티백/드립 커피
B,13,1306,B130605,원두커피,홀빈원두커피
B,13,1307,B130701,커피선물세트,커피선물세트
B,13,1308,B130801,시즌차,분말차
B,13,1308,B130802,시즌차,아이스티
B,13,1308,B130803,시즌차,액상차
B,13,1308,B130804,시즌차,코코아
B,13,1309,B130901,차선물세트,차선물세트
B,13,1310,B131001,꿀,국산꿀
B,13,1310,B131002,꿀,수입꿀
B,14,1401,B140101,스낵,감자스낵
B,14,1401,B140102,스낵,콘스낵
B,14,1401,B140103,스낵,일반스낵
B,14,1401,B140104,스낵,쌀스낵
B,14,1401,B140105,스낵,기타스낵
B,14,1401,B140106,스낵,온라인 스낵
B,14,1402,B140201,비스켓,쿠키
B,14,1402,B140202,비스켓,크래커
B,14,1402,B140203,비스켓,샌드
B,14,1402,B140204,비스켓,웨하스
B,14,1402,B140205,비스켓,화과자
B,14,1402,B140206,비스켓,스틱과자
B,14,1402,B140207,비스켓,온라인 비스켓
B,14,1403,B140301,파이,파이
B,14,1403,B140302,파이,케이크
B,14,1403,B140303,파이,온라인 파이
B,14,1404,B140401,시리얼,패밀리용시리얼
B,14,1404,B140402,시리얼,어린이용시리얼
B,14,1404,B140403,시리얼,성인용시리얼
B,14,1404,B140404,시리얼,온라인 시리얼
B,14,1405,B140501,캔디,젤리
B,14,1405,B140502,캔디,하드캔디
B,14,1405,B140503,캔디,소프트캔디
B,14,1405,B140504,캔디,토이캔디
B,14,1405,B140505,캔디,워터젤리
B,14,1405,B140506,캔디,팥빙수재료
B,14,1405,B140507,캔디,온라인 캔디
B,14,1406,B140601,초콜릿,국산초콜릿
B,14,1406,B140602,초콜릿,초콜릿바
B,14,1406,B140603,초콜릿,판초콜릿
B,14,1406,B140604,초콜릿,쉘초콜릿
B,14,1406,B140605,초콜릿,바초콜릿
B,14,1406,B140606,초콜릿,코팅초콜릿
B,14,1406,B140607,초콜릿,가공초콜릿
B,14,1406,B140608,초콜릿,온라인 초콜릿
B,14,1407,B140701,껌,일반껌
B,14,1407,B140702,껌,기호껌
B,14,1407,B140703,껌,기능성껌
B,14,1407,B140704,껌,풍선껌
B,14,1407,B140705,껌,키즈껌
B,14,1408,B140801,안주,농산안주
B,14,1408,B140802,안주,스넥안주
B,14,1408,B140803,안주,기타안주
B,14,1409,B140901,한과,기호한과
B,14,1410,B141001,선물세트,과자선물세트
B,14,1411,B141101,프리미엄과자,유기농과자
B,14,1411,B141102,프리미엄과자,프리미엄비스켓
B,14,1411,B141103,프리미엄과자,프리미엄스낵
B,14,1411,B141104,프리미엄과자,프리미엄초콜릿
B,14,1411,B141105,프리미엄과자,프리미엄캔디
B,14,1411,B141106,프리미엄과자,프리미엄파이
B,14,1412,B141201,간식용과자,간식용소시지
B,14,1412,B141202,간식용과자,기타 간식용과자
B,14,1412,B141203,간식용과자,맛밤류
B,14,1413,B141301,수입과자,수입껌
B,14,1413,B141302,수입과자,수입비스켓
B,14,1413,B141303,수입과자,수입스낵
B,14,1413,B141304,수입과자,수입초콜릿
B,14,1413,B141305,수입과자,수입캔디
B,14,1413,B141306,수입과자,수입파이
B,14,1413,B141307,수입과자,온라인수입과자
B,14,1414,B141401,종합과자,과자선물세트
B,14,1414,B141402,종합과자,캐릭터과자
B,14,1415,B141501,전통과자,옛날과자
B,14,1415,B141502,전통과자,온라인전통과자
B,14,1415,B141503,전통과자,온라인팥빙수재료
B,14,1415,B141504,전통과자,팥빙수재료
B,14,1415,B141505,전통과자,한과
B,14,1415,B141506,전통과자,화과자
B,15,1501,B150101,생수,생수
B,15,1501,B150102,생수,국내생수
B,15,1501,B150103,생수,수입생수
B,15,1501,B150104,생수,탄산수
B,15,1501,B150105,생수,온라인 생수
B,15,1502,B150201,과채음료,채소음료
B,15,1502,B150202,과채음료,과일음료
B,15,1502,B150203,과채음료,과채혼합음료
B,15,1502,B150204,과채음료,어린이음료
B,15,1502,B150205,과채음료,유기농음료
B,15,1502,B150206,과채음료,온라인과채음료
B,15,1502,B150207,과채음료,과일/야채음료
B,15,1502,B150208,과채음료,선물세트 과즙음료
B,15,1503,B150301,두유,두유
B,15,1503,B150302,두유,영유아두유
B,15,1504,B150401,탄산음료,사이다
B,15,1504,B150402,탄산음료,콜라
B,15,1504,B150403,탄산음료,온라인 탄산음료
B,15,1504,B150404,탄산음료,혼합탄산
B,15,1505,B150501,이온음료,이온음료
B,15,1506,B150601,커피차음료,커피음료
B,15,1506,B150602,커피차음료,차음료
B,15,1506,B150603,커피차음료,온라인커피차음료
B,15,1506,B150604,커피차음료,혼합음료
B,15,1506,B150605,커피차음료,차혼합음료
B,15,1507,B150701,기능성음료,의약외품음료
B,15,1507,B150702,기능성음료,기능성건강음료
B,15,1507,B150703,기능성음료,비타민음료
B,15,1507,B150704,기능성음료,에너지음료
B,15,1507,B150705,기능성음료,비타/에너지음료
B,15,1507,B150706,기능성음료,기능성음료
B,15,1507,B150707,기능성음료,기능성음료선물세트
B,15,1508,B150801,수입음료,수입과채혼합음료
B,15,1508,B150802,수입음료,수입탄산/이온음료
B,15,1508,B150803,수입음료,수입커피/수입혼합차음료
B,16,1601,B160101,소주,병소주
B,16,1601,B160102,소주,페트소주
B,16,1602,B160201,맥주,국산맥주
B,16,1602,B160202,맥주,수입맥주
B,16,1602,B160203,맥주,무알콜맥주
B,16,1603,B160301,와인,레드와인
B,16,1603,B160302,와인,화이트와인
B,16,1603,B160303,와인,와인선물세트
B,16,1604,B160401,전통주,민속주
B,16,1604,B160402,전통주,막걸리
B,16,1604,B160403,전통주,과실주
B,16,1604,B160404,전통주,전통주선물세트
B,16,1605,B160501,양주,동양전통주
B,16,1605,B160502,양주,위스키
B,16,1605,B160503,양주,일본술
B,16,1605,B160504,양주,브랜디
B,16,1605,B160505,양주,리큐르
B,16,1605,B160506,양주,중국술
B,16,1605,B160507,양주,양주선물세트
B,17,1701,B170101,세탁세제,분말세제
B,17,1701,B170102,세탁세제,세탁비누
B,17,1701,B170103,세탁세제,액체세제
B,17,1701,B170104,세탁세제,세탁보조제
B,17,1701,B170105,세탁세제,섬유유연제
B,17,1701,B170106,세탁세제,표백제
B,17,1701,B170107,세탁세제,온라인 세탁세제
B,17,1702,B170201,주거세제,방향탈취제
B,17,1702,B170202,주거세제,살충제
B,17,1702,B170203,주거세제,주거청소세제
B,17,1702,B170204,주거세제,락스
B,17,1702,B170205,주거세제,제습제
B,17,1703,B170301,주방세제,식기세제
B,17,1703,B170302,주방세제,천연세정제
B,17,1703,B170303,주방세제,온라인 주장세제
B,17,1704,B170401,섬유유연제,일반섬유유연제
B,17,1704,B170402,섬유유연제,고농축섬유유연제
B,17,1704,B170403,섬유유연제,온라인섬유유연제
B,17,1705,B170501,표백제,일반표백제
B,17,1705,B170502,표백제,고농축표백제
B,17,1706,B170601,살충제,파리모기살충제
B,17,1706,B170602,살충제,바퀴개미살충제
B,17,1706,B170603,살충제,방충제
B,17,1707,B170701,탈취제,탈취제
B,17,1708,B170801,제습제,제습제
B,18,1801,B180101,기저귀,아기기저귀
B,18,1801,B180102,기저귀,성인용기저귀
B,18,1802,B180201,화장지,롤티슈
B,18,1802,B180202,화장지,미용티슈
B,18,1802,B180203,화장지,키친타올
B,18,1802,B180204,화장지,물티슈
B,18,1802,B180205,화장지,가정용화장지
B,18,1802,B180206,화장지,업소용화장지
B,18,1802,B180207,화장지,온라인 화장지
B,18,1803,B180301,생리대,생리대
B,18,1803,B180302,생리대,삽입형생리대
B,18,1803,B180303,생리대,팬티라이너
B,18,1804,B180401,유아세제,젖병세정제
B,18,1804,B180402,유아세제,유아세탁세제
B,18,1804,B180403,유아세제,온라인 유아세제
B,18,1805,B180501,유아위생용품,유아기저귀
B,18,1805,B180502,유아위생용품,온라인유아기저귀
B,18,1805,B180503,유아위생용품,유아세제
B,18,1805,B180504,유아위생용품,수유용품
B,18,1805,B180505,유아위생용품,온라인수유용품
B,18,1805,B180506,유아위생용품,유아용품
B,18,1806,B180601,시니어위생용품,시니어용품
B,18,1806,B180602,시니어위생용품,환자용위생용품
B,18,1806,B180603,시니어위생용품,요실금용위생용품
B,18,1807,B180701,여성위생용품,부직포생리대
B,18,1807,B180702,여성위생용품,매쉬형생리대
B,18,1807,B180703,여성위생용품,순면생리대
B,18,1807,B180704,여성위생용품,오버나이트
B,18,1807,B180705,여성위생용품,일반생리대
B,18,1807,B180706,여성위생용품,탐폰형생리대
B,18,1807,B180707,여성위생용품,팬티라이너
B,18,1807,B180708,여성위생용품,온라인여성위생용품
B,18,1808,B180801,키친타올,키친타올
B,18,1808,B180802,키친타올,냅킨
B,18,1809,B180901,물티슈,유아물티슈
B,18,1809,B180902,물티슈,일반물티슈
B,18,1809,B180903,물티슈,기능성물티슈
B,18,1809,B180904,물티슈,온라인물티슈
B,18,1810,B181001,미용티슈,미용티슈
B,18,1810,B181002,미용티슈,여행용미용티슈
B,19,1901,B190101,구강용품,치약
B,19,1901,B190102,구강용품,칫솔
B,19,1901,B190103,구강용품,구강청결제
B,19,1901,B190104,구강용품,전동칫솔
B,19,1901,B190105,구강용품,치간칫솔
B,19,1901,B190106,구강용품,여행용품
B,19,1901,B190107,구강용품,온라인 구강용품
B,19,1902,B190201,헤어스타일링,염색약
B,19,1902,B190202,헤어스타일링,샴푸
B,19,1902,B190203,헤어스타일링,모발영양케어
B,19,1902,B190204,헤어스타일링,린스
B,19,1902,B190205,헤어스타일링,헤어스타일링
B,19,1902,B190206,헤어스타일링,새치용염색약
B,19,1902,B190207,헤어스타일링,칼라용염색약
B,19,1902,B190208,헤어스타일링,온라인헤어스타일링
B,19,1902,B190209,헤어스타일링,온라인 헤어용품
B,19,1903,B190301,면도용품,면도기
B,19,1903,B190302,면도용품,면도보조용품
B,19,1903,B190303,면도용품,면도날
B,19,1904,B190401,바디용품,미용비누
B,19,1904,B190402,바디용품,바디클린져
B,19,1904,B190403,바디용품,훼이셜클린져
B,19,1904,B190404,바디용품,핸드워시
B,19,1905,B190501,스킨케어,바디스킨케어
B,19,1905,B190502,스킨케어,유아스킨케어
B,19,1905,B190503,스킨케어,훼이셜스킨케어
B,19,1905,B190504,스킨케어,온라인 스킨케어
B,19,1906,B190601,개인위생용품,의약외품
B,19,1906,B190602,개인위생용품,건강용품
B,19,1907,B190701,H&B선물세트,바디용품선물세트
B,19,1907,B190702,H&B선물세트,브랜드세트
B,19,1907,B190703,H&B선물세트,종합세트
B,19,1907,B190704,H&B선물세트,온라인H&B선물세트
B,19,1908,B190801,일반헤어케어,일반기획
B,19,1908,B190802,일반헤어케어,일반샴푸단품
B,19,1908,B190803,일반헤어케어,일반린스단품
B,19,1908,B190804,일반헤어케어,온라인일반헤어케어
B,19,1909,B190901,기능헤어케어,프리미엄샴푸
B,19,1909,B190902,기능헤어케어,모발영양케어
B,19,1909,B190903,기능헤어케어,온라인기능헤어케어
B,19,1909,B190904,기능헤어케어,모근/한방샴푸
B,19,1909,B190905,기능헤어케어,두피샴푸
B,19,1909,B190906,기능헤어케어,내추럴샴푸
B,20,2001,B200101,그릇/수저,그릇
B,20,2001,B200102,그릇/수저,수저
B,20,2001,B200103,그릇/수저,컵
B,20,2001,B200104,그릇/수저,기호품
B,20,2002,B200201,음식조리,조리용기
B,20,2002,B200202,음식조리,조리기구
B,20,2002,B200203,음식조리,온라인 음식조리
B,20,2003,B200301,음식저장/보관,저장용기
B,20,2003,B200302,음식저장/보관,랩/호일
B,20,2003,B200303,음식저장/보관,물병
B,20,2003,B200304,음식저장/보관,밀폐용기
B,20,2003,B200305,음식저장/보관,저장병
B,20,2004,B200401,주방정리,주방정리용품
B,20,2004,B200402,주방정리,설거지용품
B,20,2005,B200501,야외용품,도시락/찬합
B,20,2005,B200502,야외용품,일회용품
B,20,2005,B200503,야외용품,나들이용품
B,20,2006,B200601,주방시즌/균일가,주방시즌용품
B,20,2006,B200602,주방시즌/균일가,주방균일가
B,20,2007,B200701,야외/시즌용품,겨울시즌용품
B,20,2007,B200702,야외/시즌용품,캠핑키친용품
B,20,2007,B200703,야외/시즌용품,일회용품
B,20,2007,B200704,야외/시즌용품,여름시즌용품
B,20,2007,B200705,야외/시즌용품,온라인야외/시즌용품
B,20,2008,B200801,균일가,다이소
B,20,2008,B200802,균일가,온라인균일가
B,21,2101,B210101,청소용품,휴지통
B,21,2101,B210102,청소용품,빗자루/쓰레받이
B,21,2101,B210103,청소용품,밀대/걸레
B,21,2101,B210104,청소용품,청소용솔
B,21,2101,B210105,청소용품,청소보조용품
B,21,2101,B210106,청소용품,구두용품
B,21,2101,B210107,청소용품,종량제봉투
B,21,2102,B210201,세탁용품,세탁건조용품
B,21,2102,B210202,세탁용품,다림용품
B,21,2102,B210203,세탁용품,세탁보조용품
B,21,2102,B210204,세탁용품,다리미판
B,21,2102,B210205,세탁용품,분무기
B,21,2102,B210206,세탁용품,세탁건조대
B,21,2102,B210207,세탁용품,옷걸이
B,21,2103,B210301,수납용품,의류수납용품
B,21,2103,B210302,수납용품,다용도수납함
B,21,2103,B210303,수납용품,리빙박스
B,21,2103,B210304,수납용품,바스켓
B,21,2103,B210305,수납용품,서랍장
B,21,2103,B210306,수납용품,수납소품
B,21,2103,B210307,수납용품,신발수납용품
B,21,2103,B210308,수납용품,종이/패브릭수납함
B,21,2103,B210309,수납용품,카트/장바구니
B,21,2103,B210310,수납용품,쇼핑용품
B,21,2104,B210401,욕실용품,타월
B,21,2104,B210402,욕실용품,매트
B,21,2104,B210403,욕실용품,욕실소품
B,21,2104,B210404,욕실용품,수도용품
B,21,2104,B210405,욕실용품,거실화
B,21,2104,B210406,욕실용품,발판
B,21,2104,B210407,욕실용품,욕실 수납용품
B,21,2104,B210408,욕실용품,변기커버
B,21,2104,B210409,욕실용품,욕실화
B,21,2105,B210501,휴지통,휴지통
B,21,2106,B210601,밀대/걸레,걸레/청소포
B,21,2106,B210602,밀대/걸레,밀대청소기
B,21,2106,B210603,밀대/걸레,빗자루/쓰레받이
B,21,2107,B210701,청소편의도구,무세제크리너
B,21,2107,B210702,청소편의도구,청소용솔
B,21,2107,B210703,청소편의도구,청소편의용품
B,21,2107,B210704,청소편의도구,테이프크리너
B,21,2108,B210801,종량제봉투,음식물봉투
B,21,2108,B210802,종량제봉투,재사용봉투
B,21,2108,B210803,종량제봉투,종량제봉투
B,22,2201,B220101,소가구,선반
B,22,2201,B220102,소가구,기타소가구
B,22,2201,B220103,소가구,행거
B,22,2201,B220104,소가구,DIY소가구
B,22,2201,B220105,소가구,서랍장
B,22,2201,B220106,소가구,수납소품
B,22,2201,B220107,소가구,키즈가구
B,22,2201,B220108,소가구,수납함
B,22,2202,B220201,장식용품,벽지
B,22,2202,B220202,장식용품,데코시트
B,22,2202,B220203,장식용품,액자
B,22,2202,B220204,장식용품,시계
B,22,2202,B220205,장식용품,거울
B,22,2202,B220206,장식용품,장식소품
B,22,2203,B220301,의자/상,테이블
B,22,2203,B220302,의자/상,의자
B,22,2203,B220303,의자/상,제기
B,22,2204,B220401,조명/전구,조명
B,22,2204,B220402,조명/전구,전구
B,22,2205,B220501,보수용품,가정보수용품
B,22,2205,B220502,보수용품,전기보수용품
B,22,2205,B220503,보수용품,공구
B,22,2206,B220601,건전지,건전지
B,22,2207,B220701,가구/인테리어샵,종합가구
B,22,2207,B220702,가구/인테리어샵,인테리어샵
B,22,2208,B220801,테이블,다이닝테이블
B,22,2208,B220802,테이블,책상
B,22,2209,B220901,의자,간이의자
B,22,2209,B220902,의자,좌식의자
B,22,2209,B220903,의자,책상의자
B,22,2210,B221001,상,교자상
B,22,2210,B221002,상,다용도상
B,22,2211,B221101,제기용품,병풍
B,22,2211,B221102,제기용품,제기세트
B,22,2211,B221103,제기용품,제기소품
B,22,2212,B221201,아웃도어퍼니처,야외용의자
B,22,2212,B221202,아웃도어퍼니처,야외용테이블
B,22,2212,B221203,아웃도어퍼니처,야외용품
B,22,2213,B221301,벽지류,벽지
B,22,2213,B221302,벽지류,시트지
B,22,2214,B221401,가구,시공가구
B,22,2214,B221402,가구,인테리어샵
B,22,2214,B221403,가구,일반가구
B,23,2301,B230101,성인침구류,침구세트
B,23,2301,B230102,성인침구류,이불
B,23,2301,B230103,성인침구류,매트류
B,23,2301,B230104,성인침구류,균일가침구류
B,23,2301,B230105,성인침구류,베개류
B,23,2301,B230106,성인침구류,솜류
B,23,2302,B230201,수예소품,기능성충전재
B,23,2302,B230202,수예소품,소품베개
B,23,2302,B230203,수예소품,솜
B,23,2302,B230204,수예소품,수납수예
B,23,2302,B230205,수예소품,수예커버
B,23,2302,B230206,수예소품,앞치마/장갑
B,23,2302,B230207,수예소품,우모충전재
B,23,2302,B230208,수예소품,쿠션
B,23,2302,B230209,수예소품,방석
B,23,2302,B230210,수예소품,덮개류
B,23,2302,B230211,수예소품,균일가 소품
B,23,2302,B230212,수예소품,온라인 수예소품
B,23,2303,B230301,커튼류,커튼소품
B,23,2303,B230302,커튼류,커튼
B,23,2303,B230303,커튼류,로만쉐이드
B,23,2303,B230304,커튼류,롤스크린
B,23,2303,B230305,커튼류,커튼봉
B,23,2303,B230306,커튼류,커튼악세사리
B,23,2303,B230307,커튼류,균일가커튼
B,23,2304,B230401,수예시즌,담요
B,23,2304,B230402,수예시즌,시즌침구
B,23,2304,B230403,수예시즌,온라인수예시즌
B,23,2304,B230404,수예시즌,이벤트수예
B,23,2304,B230405,수예시즌,카페트
B,23,2304,B230406,수예시즌,여름자리
B,23,2304,B230407,수예시즌,모기장
B,23,2304,B230408,수예시즌,황토침구
B,23,2305,B230501,아동침구류,아동침구
B,23,2305,B230502,아동침구류,아동베개
B,23,2305,B230503,아동침구류,아동소품
B,24,2401,B240101,예능학용품,미술용품
B,24,2401,B240102,예능학용품,서예용품
B,24,2401,B240103,예능학용품,악기류
B,24,2401,B240104,예능학용품,교육보조재
B,24,2401,B240105,예능학용품,가방
B,24,2401,B240106,예능학용품,문구선물세트
B,24,2402,B240201,노트/지류,초등노트
B,24,2402,B240202,노트/지류,일반노트
B,24,2402,B240203,노트/지류,수첩메모
B,24,2402,B240204,노트/지류,서식지
B,24,2402,B240205,노트/지류,사무용지
B,24,2403,B240301,필기도구,연필
B,24,2403,B240302,필기도구,펜
B,24,2403,B240303,필기도구,필통/파우치
B,24,2403,B240304,필기도구,연필깎이
B,24,2403,B240305,필기도구,샤프
B,24,2403,B240306,필기도구,수정용품
B,24,2404,B240401,오피스용품,접착용품
B,24,2404,B240402,오피스용품,게시용품
B,24,2404,B240403,오피스용품,데스크정리용품
B,24,2404,B240404,오피스용품,OA용품
B,24,2404,B240405,오피스용품,서식지
B,24,2404,B240406,오피스용품,사무용지
B,24,2404,B240407,오피스용품,오피스스티커
B,24,2404,B240408,오피스용품,온라인오피스용품
B,24,2404,B240409,오피스용품,파일/바인더
B,24,2404,B240410,오피스용품,앨범
B,24,2404,B240411,오피스용품,클리어화일
B,24,2404,B240412,오피스용품,기타화일
B,24,2405,B240501,파티/팬시/시즌,파티용품
B,24,2405,B240502,파티/팬시/시즌,포장용품
B,24,2405,B240503,파티/팬시/시즌,팬시용품
B,24,2405,B240504,파티/팬시/시즌,향초
B,24,2405,B240505,파티/팬시/시즌,편지/카드
B,24,2405,B240506,파티/팬시/시즌,크리스마스용품
B,24,2405,B240507,파티/팬시/시즌,기타시즌행사
B,24,2406,B240601,미술용품,공예용품
B,24,2406,B240602,미술용품,물감류
B,24,2406,B240603,미술용품,색연필/파스텔
B,24,2406,B240604,미술용품,서예용품
B,24,2406,B240605,미술용품,스케치북/종합장
B,24,2406,B240606,미술용품,싸인펜
B,24,2406,B240607,미술용품,채색도구
B,24,2406,B240608,미술용품,크레파스
B,24,2407,B240701,교육보조재,교구류
B,24,2407,B240702,교육보조재,만들기용품
B,24,2407,B240703,교육보조재,온라인교육보조재
B,24,2407,B240704,교육보조재,피아노
B,24,2407,B240705,교육보조재,학습악기류
B,24,2408,B240801,파티/팬시,파우치/가방
B,24,2408,B240802,파티/팬시,파티용품
B,24,2408,B240803,파티/팬시,패션스티커
B,24,2408,B240804,파티/팬시,팬시스티커
B,24,2408,B240805,파티/팬시,팬시용품
B,24,2408,B240806,파티/팬시,편지/카드
B,24,2408,B240807,파티/팬시,포장용품
B,24,2409,B240901,노트,수첩메모
B,24,2409,B240902,노트,일반노트
B,24,2409,B240903,노트,초등노트
B,24,2410,B241001,시즌행사,계절시즌행사
B,24,2410,B241002,시즌행사,기타시즌행사
B,24,2410,B241003,시즌행사,크리스마스용품
B,25,2501,B250101,일반서적,일반서적
B,25,2501,B250102,일반서적,잡지
B,25,2501,B250103,일반서적,참고서/수험서
B,25,2501,B250104,일반서적,취미실용
B,25,2501,B250105,일반서적,어학물
B,25,2501,B250106,일반서적,온라인 서적
B,25,2502,B250201,음반,아동음반
B,25,2502,B250202,음반,일반음반
B,25,2502,B250203,음반,VCD/비디오
B,25,2503,B250301,유/아동서적,아동서적
B,25,2503,B250302,유/아동서적,유아서적
B,25,2504,B250401,영상,DVD
B,25,2505,B250501,서적,아동서적
B,25,2505,B250502,서적,유아서적
B,25,2505,B250503,서적,일반서적
B,25,2505,B250504,서적,참고서/수험서
B,25,2505,B250505,서적,퍼즐
B,25,2506,B250601,음반영상,영상
B,25,2506,B250602,음반영상,음반
B,25,2506,B250603,음반영상,Digital Accessory
B,26,2601,B260101,BABY/INFANT,유아잡화
B,26,2601,B260102,BABY/INFANT,온라인BABY/INFANT
B,26,2601,B260103,BABY/INFANT,유아용품
B,26,2601,B260104,BABY/INFANT,미취학
B,26,2601,B260105,BABY/INFANT,신생아/유아
B,26,2601,B260106,BABY/INFANT,아동방꾸미기
B,26,2601,B260107,BABY/INFANT,발육기 액세서리
B,26,2601,B260108,BABY/INFANT,유모차/카시트
B,26,2601,B260109,BABY/INFANT,기저귀
B,26,2601,B260110,BABY/INFANT,베이비푸드
B,26,2601,B260111,BABY/INFANT,유아용품
B,26,2601,B260112,BABY/INFANT,유아침대
B,26,2601,B260113,BABY/INFANT,유아동가구
B,26,2601,B260114,BABY/INFANT,스킨케어 및 물티슈
B,26,2602,B260201,GIRLS,디즈니
B,26,2602,B260202,GIRLS,취미/DIY
B,26,2602,B260203,GIRLS,공작완구
B,26,2602,B260204,GIRLS,콜렉션인형
B,26,2602,B260205,GIRLS,아기인형
B,26,2602,B260206,GIRLS,소꿉놀이
B,26,2602,B260207,GIRLS,바비와 바비액세서리
B,26,2602,B260208,GIRLS,패션인형
B,26,2602,B260209,GIRLS,여아드레스 및 소품
B,26,2602,B260210,GIRLS,봉제인형
B,26,2602,B260211,GIRLS,캐릭터봉제
B,26,2602,B260212,GIRLS,여아취미
B,26,2603,B260301,교육,이미지내리움(일반교육)
B,26,2603,B260302,교육,전자교육
B,26,2603,B260303,교육,게임장난감
B,26,2603,B260304,교육,블럭장난감
B,26,2603,B260305,교육,미술용품
B,26,2603,B260306,교육,과학교구
B,26,2603,B260307,교육,퍼즐장난감
B,26,2603,B260308,교육,창작용품
B,26,2603,B260309,교육,아동서적류
B,26,2603,B260310,교육,학용품
B,26,2604,B260401,VIDEOGAME,기타전자완구
B,26,2604,B260402,VIDEOGAME,비디오게임기
B,26,2604,B260403,VIDEOGAME,비디오게임액세서리
B,26,2604,B260404,VIDEOGAME,비디오게임소프트웨어
B,26,2604,B260405,VIDEOGAME,컴퓨터게임소프트웨어
B,26,2605,B260501,남아,수집용완구
B,26,2605,B260502,남아,액션피겨
B,26,2605,B260503,남아,역할놀이완구
B,26,2605,B260504,남아,기차완구
B,26,2605,B260505,남아,건전지
B,26,2605,B260506,남아,자동차완구
B,26,2605,B260507,남아,조립식완구
B,26,2605,B260508,남아,무선조정완구
B,26,2606,B260601,SPORTS/OUTDOOR,달러존
B,26,2606,B260602,SPORTS/OUTDOOR,플레이세트
B,26,2606,B260603,SPORTS/OUTDOOR,캔디류
B,26,2606,B260604,SPORTS/OUTDOOR,카드포장지
B,26,2606,B260605,SPORTS/OUTDOOR,할로윈
B,26,2606,B260606,SPORTS/OUTDOOR,물놀이 용품
B,26,2606,B260607,SPORTS/OUTDOOR,아웃도어용품
B,26,2606,B260608,SPORTS/OUTDOOR,정원모래놀이
B,26,2606,B260609,SPORTS/OUTDOOR,유아동승용물
B,26,2606,B260610,SPORTS/OUTDOOR,아동자전거
B,26,2606,B260611,SPORTS/OUTDOOR,전동승용물
B,26,2606,B260612,SPORTS/OUTDOOR,스포츠용품
B,26,2606,B260613,SPORTS/OUTDOOR,스포츠놀이
B,26,2606,B260614,SPORTS/OUTDOOR,스케이트류
B,26,2606,B260615,SPORTS/OUTDOOR,자전거용품
